"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"Celebración centenario: Batalla de Ayacucho simboliza independencia americana","Commemoración del evento crucial que selló la liberación sudamericana liderada por figuras emblemáticas de la época colonial.","elcomercio",2019-12-09,"Celebración centenario: Batalla de Ayacucho simboliza independencia americana. Commemoración del evento crucial que selló la liberación sudamericana liderada por figuras emblemáticas de la época colonial.","-1","Unknown",0.0037,"-1","Unknown",0.0632,"330","almirante miguel grau, miguel grau seminario, almirante miguel, miguel grau, independencia peruana",0.0623
"LA TRAGEDIA DEL REAL FELIPE","El Real Felipe es uno de los edificios emblemáticos del Callao y uno de los legados arquitectónicos más importantes del período colonial; quizás el más importante entre los de carácter laico. Pero pocos limeños saben de la tragedia que hace poco menos de doscientos años se vivió tras sus murallas, en el marco de la Guerra de Independencia.  El fuerte había pasado a manos patriotas desde 1821, pero sea por maquinaciones de inteligencia del bando hispanista o por desavenencias internas de las tropas rioplatenses que lo custodiaban, el hecho fue que en febrero de 1824 estalló all una rebelión que después sería conocida como la traición del Negro Moyano.  Después de algunas complicaciones políticas y bélicas, el fuerte terminó siendo capturado por fuerzas españolas. Durante cerca de dos años, la guarnición sufrió condiciones extremas de hambruna y miseria. Finalmente, en enero de 1826, el último contingente defendió heroicamente el lugar hasta rendirse, marcando así el fin simbólico de la resistencia monárquica en América Latina.","elcomercio",2019-12-10,"LA TRAGEDIA DEL REAL FELIPE. El Real Felipe es uno de los edificios emblemáticos del Callao y uno de los legados arquitectónicos más importantes del período colonial; quizás el más importante entre los de carácter laico. Pero pocos limeños saben de la tragedia que hace poco menos de doscientos años se vivió tras sus murallas, en el marco de la Guerra de Independencia.  El fuerte había pasado a manos patriotas desde 1821, pero sea por maquinaciones de inteligencia del bando hispanista o por desavenencias internas de las tropas rioplatenses que lo custodiaban, el hecho fue que en febrero de 1824 estalló all una rebelión que después sería conocida como la traición del Negro Moyano.  Después de algunas complicaciones políticas y bélicas, el fuerte terminó siendo capturado por fuerzas españolas. Durante cerca de dos años, la guarnición sufrió condiciones extremas de hambruna y miseria. Finalmente, en enero de 1826, el último contingente defendió heroicamente el lugar hasta rendirse, marcando así el fin simbólico de la resistencia monárquica en América Latina.","-1","Unknown",0.0205,"275","heroica, ejercito libertador, peruanos, bicentenario, peru hoy",0.1046,"330","almirante miguel grau, miguel grau seminario, almirante miguel, miguel grau, independencia peruana",0.0824
"Independencia y Veracidad","Editorial: Si bien podrían devolver lo mal obtenido, recuperar el prestigio es difícil. Los políticos usan excusas débiles para evadir responsabilidades. Ejemplo destacado es el caso de Jorge del Castillo, implicado en controversias financieras dentro de su gabinete. Las justificaciones proporcionadas muestran falta de credibilidad.","elcomercio",2019-12-12,"Independencia y Veracidad. Editorial: Si bien podrían devolver lo mal obtenido, recuperar el prestigio es difícil. Los políticos usan excusas débiles para evadir responsabilidades. Ejemplo destacado es el caso de Jorge del Castillo, implicado en controversias financieras dentro de su gabinete. Las justificaciones proporcionadas muestran falta de credibilidad.","373","independencia veracidad servicio, independencia verdad servicio, pais independencia veracidad, independencia veracidad, pe independencia veracidad",0.045,"197","practicas corruptas, casos corrupcion, corruptos, corrupcion, corruptas",0.0731,"-1","Unknown",0.0133
"Independencia y Veracidad","Continúa en funciones tras destitución de consejeros Audios vinculan a directora de JNJ con Hinostroza. Diálogo. Beatriz Jeréz, encargada de selección y nombramiento del antiguo CNM, solicita preguntas al exjuez para un concurso del 2018. Parejas. Funcionaria admite conocer a miembro de Los Cuellos Blancos desde la universidad, negando mantener amistad.","elcomercio",2019-12-17,"Independencia y Veracidad. Continúa en funciones tras destitución de consejeros Audios vinculan a directora de JNJ con Hinostroza. Diálogo. Beatriz Jeréz, encargada de selección y nombramiento del antiguo CNM, solicita preguntas al exjuez para un concurso del 2018. Parejas. Funcionaria admite conocer a miembro de Los Cuellos Blancos desde la universidad, negando mantener amistad.","393","director general francisco, directora general francisco, independencia veracidad director, editor general francisco, general francisco miranda",0.0079,"-1","Unknown",0.0367,"269","junta fiscales supremos, fiscales supremos, junta fiscales superiores, consejo nacional magistratura, junta fiscales",0.0336
"REAL PLAZA PURUCHUCO ABIERTURA FINALIZACIÓN SEPTIEMBRE/OCTUBRE 2019","Aunque hubo demoras en el inicio de las obras, el primer gran mall será más extenso que cualquier otro de IN Retail y podría comenzar operaciones durante el segundo semestre del año próximo. Con capacidad para alojar entre 1.5 millones y 2 millones de visitantes, beneficiándose principalmente a Lima Este, según señala Daniel Teves, CEO de Real Plaza. Durante la conferencia ‘El Rol Del Gerente de RH Frente al CEO’, organizada por el Programa Avanzado Directivo (PAD) de la Universidad de Piura, Daniel Duarte menciona que aspiran a inaugurar un mall cada dos años. Además, resalta que conectarán mediante transporte público facilitando aún más el acceso.","gestion",2018-04-20,"REAL PLAZA PURUCHUCO ABIERTURA FINALIZACIÓN SEPTIEMBRE/OCTUBRE 2019. Aunque hubo demoras en el inicio de las obras, el primer gran mall será más extenso que cualquier otro de IN Retail y podría comenzar operaciones durante el segundo semestre del año próximo. Con capacidad para alojar entre 1.5 millones y 2 millones de visitantes, beneficiándose principalmente a Lima Este, según señala Daniel Teves, CEO de Real Plaza. Durante la conferencia ‘El Rol Del Gerente de RH Frente al CEO’, organizada por el Programa Avanzado Directivo (PAD) de la Universidad de Piura, Daniel Duarte menciona que aspiran a inaugurar un mall cada dos años. Además, resalta que conectarán mediante transporte público facilitando aún más el acceso.","519","real plaza salaverry, nuevo centro comercial, real plaza puruchuco, mall plaza, real plaza",0.0491,"-1","Unknown",0.0204,"684","nuevo centro comercial, nuevo mall, centros comerciales, centro comercial, plaza norte",0.1841
"Norman & Taylor","Abre Pop Up Store en Jockey Plaza  Para fortalecer su presencia en Lima, Norman & Taylor –marca de Creditex– abre hoy un pop-up store (tienda itinerante) en el Jockey Plaza. Además, anunció la renovación de su portafolio, con la presentación de una colección de camisas, temas, entre otros productos.","gestion",2017-10-19,"Norman & Taylor. Abre Pop Up Store en Jockey Plaza  Para fortalecer su presencia en Lima, Norman & Taylor –marca de Creditex– abre hoy un pop-up store (tienda itinerante) en el Jockey Plaza. Además, anunció la renovación de su portafolio, con la presentación de una colección de camisas, temas, entre otros productos.","519","real plaza salaverry, nuevo centro comercial, real plaza puruchuco, mall plaza, real plaza",0.0245,"415","planes expansion, primera tienda, mercado peruano, centros comerciales, expansion",0.103,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",0.2545
"Max Denegrí","Calzado de altura entraría al Per  La tienda de calzado chileno Max Denegrí planea incursionar en el Per, como una medida de expandirse en su oferta de zapatos de altura, señaló El Diario Financiero. La tienda se especializa en elaborar zapatos que hacen crecer siete centímetros, dirigidos a una población de baja estatura. En los próximos 5 años, esperan abrir tres tiendas en Perú, dos nuevas tiendas en Chile, tres en Colombia, y otro número de establecimientos en Brasil.","gestion",2017-10-19,"Max Denegrí. Calzado de altura entraría al Per  La tienda de calzado chileno Max Denegrí planea incursionar en el Per, como una medida de expandirse en su oferta de zapatos de altura, señaló El Diario Financiero. La tienda se especializa en elaborar zapatos que hacen crecer siete centímetros, dirigidos a una población de baja estatura. En los próximos 5 años, esperan abrir tres tiendas en Perú, dos nuevas tiendas en Chile, tres en Colombia, y otro número de establecimientos en Brasil.","583","mercado calzado, mercado peruano, espanola moda, fashion, marca peruana",1,"-1","Unknown",0.0247,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",1
"Airbnb expande oferta hacia el turismo corporativo en el Perú","Airbnb está introduciendo en el Perú su programa Plus dirigido al turismo corporativo, además de lanzar Airbnb For Work, diseñado para ayudar a las empresas a encontrar alojamientos temporales para sus empleados. Estas nuevas propuestas están siendo desarrolladas bajo normativas locales aún pendientes de definición completa.","gestion",2018-08-14,"Airbnb expande oferta hacia el turismo corporativo en el Perú. Airbnb está introduciendo en el Perú su programa Plus dirigido al turismo corporativo, además de lanzar Airbnb For Work, diseñado para ayudar a las empresas a encontrar alojamientos temporales para sus empleados. Estas nuevas propuestas están siendo desarrolladas bajo normativas locales aún pendientes de definición completa.","-1","Unknown",0.033,"415","planes expansion, primera tienda, mercado peruano, centros comerciales, expansion",0.216,"-1","Unknown",0.0208
"DE 90 MIL A UN MILLÓN DE FANS:","Qué hizo el Mall Jockey Plaza El mall cambió su estrategia digital. Resultado?: más seguidores, pero sobre todo un testeo diario de usuarios. Decidieron que apartir de este año su estrategia publicitaria parten de lo online para luego pasar a lo offline, según refiere Yarina Landa, gerenta comercial del mall.","gestion",2013-07-09,"DE 90 MIL A UN MILLÓN DE FANS:. Qué hizo el Mall Jockey Plaza El mall cambió su estrategia digital. Resultado?: más seguidores, pero sobre todo un testeo diario de usuarios. Decidieron que apartir de este año su estrategia publicitaria parten de lo online para luego pasar a lo offline, según refiere Yarina Landa, gerenta comercial del mall.","519","real plaza salaverry, nuevo centro comercial, real plaza puruchuco, mall plaza, real plaza",0.0273,"-1","Unknown",0.0131,"-1","Unknown",0.0227
"FOO FIREFIGHTERS LANZARA TOUR LATINOAMERICANO PRONTO","La banda estadounidense Foo Fighters planea realizar giras latinoamericanas próximamente para promover su próximo álbum llamado Concrete and Gold, comenzando desde marzo-abril del año siguiente.","gestion",2017-07-14,"FOO FIREFIGHTERS LANZARA TOUR LATINOAMERICANO PRONTO. La banda estadounidense Foo Fighters planea realizar giras latinoamericanas próximamente para promover su próximo álbum llamado Concrete and Gold, comenzando desde marzo-abril del año siguiente.","523","festival cine, cine lima, cine, cinematografico, cines",1,"-1","Unknown",0.0851,"676","centro cultural, internacionales, culturales, tiene, audiencias",1
"Evento musical anticipa gran expectativa","El empresario Coqui Fernandez está organizando el retorno de Depeche Mode a Lima después de nueve años. Tras intensas negociaciones, asegura haber conseguido confirmar la participación de la banda británica para marzo del próximo año.","gestion",2017-04-04,"Evento musical anticipa gran expectativa. El empresario Coqui Fernandez está organizando el retorno de Depeche Mode a Lima después de nueve años. Tras intensas negociaciones, asegura haber conseguido confirmar la participación de la banda británica para marzo del próximo año.","523","festival cine, cine lima, cine, cinematografico, cines",1,"-1","Unknown",0.049,"676","centro cultural, internacionales, culturales, tiene, audiencias",1
"Retail expansion under Mall Plaza","Mall Plaza incrementará su área arrendable en un 10% gracias a expansiones estratégicas en Bellavista y Trujillo. Fernando De Peña destaca planes futuros para seguir aumentando espacio disponible en mercados clave.","gestion",2015-03-05,"Retail expansion under Mall Plaza. Mall Plaza incrementará su área arrendable en un 10% gracias a expansiones estratégicas en Bellavista y Trujillo. Fernando De Peña destaca planes futuros para seguir aumentando espacio disponible en mercados clave.","519","real plaza salaverry, nuevo centro comercial, real plaza puruchuco, mall plaza, real plaza",0.067,"444","expansion hotelera, cadena hotelera, nuevo hotel, proyectos hoteleros, hotel cinco estrellas",0.043,"684","nuevo centro comercial, nuevo mall, centros comerciales, centro comercial, plaza norte",0.0436
"CELIANO FRANCESA INCIDE MODA PERÚ","Marca masculina Celio expande influencia en Latinoamérica, integrándose formalmente al mercado peruano dentro de su plan global de penetración regional.","gestion",2017-12-18,"CELIANO FRANCESA INCIDE MODA PERÚ. Marca masculina Celio expande influencia en Latinoamérica, integrándose formalmente al mercado peruano dentro de su plan global de penetración regional.","575","entrar mercado peruano, mercado peruano, territorio peruano, peruana, peruano",0.1443,"-1","Unknown",0.0941,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",0.166
"Distritos comerciales en expansión","Actualmente, el distrito cuenta únicamente con la oferta de MallAventura Santa Anita. Respecto a su zona industrial, se señala que no están permitiendo la entrada de nuevas empresas, dado que buscan transformarse en áreas puramente comerciales, atrayendo así diversos proyectos.","gestion",2017-11-17,"Distritos comerciales en expansión. Actualmente, el distrito cuenta únicamente con la oferta de MallAventura Santa Anita. Respecto a su zona industrial, se señala que no están permitiendo la entrada de nuevas empresas, dado que buscan transformarse en áreas puramente comerciales, atrayendo así diversos proyectos.","519","real plaza salaverry, nuevo centro comercial, real plaza puruchuco, mall plaza, real plaza",0.0285,"-1","Unknown",0.026,"684","nuevo centro comercial, nuevo mall, centros comerciales, centro comercial, plaza norte",0.0552
"SUBASTA ANUAL DEL MALI REVELA INTERÉS ARTISTICO EMERGENTE","Durante la última jornada de venta pública realizada por el Museo de Arte Lima, observó participación notablemente joven junto a veteranos conocedores. Destacó éxito financiero considerable gracias a obras variadas abarcando periodos culturales relevantes. Resultados positivos indican renovado aprecio cultural y diversificación en patrones de compra.","gestion",2019-10-02,"SUBASTA ANUAL DEL MALI REVELA INTERÉS ARTISTICO EMERGENTE. Durante la última jornada de venta pública realizada por el Museo de Arte Lima, observó participación notablemente joven junto a veteranos conocedores. Destacó éxito financiero considerable gracias a obras variadas abarcando periodos culturales relevantes. Resultados positivos indican renovado aprecio cultural y diversificación en patrones de compra.","617","museo arte lima, museo arte, arte lima, museo, museo es",1,"-1","Unknown",0.0614,"676","centro cultural, internacionales, culturales, tiene, audiencias",0.1044
"Incursión de Yo! Fashion en Mercado de Calzado","Yo! Fashion Incursionará en el mercado de calzado  Según declaraciones de Victor Contreras, gerente general, están evaluando aspectos clave antes de formalizar su entrada al mercado de calzado femenino e infantojuvenil.","gestion",2017-12-18,"Incursión de Yo! Fashion en Mercado de Calzado. Yo! Fashion Incursionará en el mercado de calzado  Según declaraciones de Victor Contreras, gerente general, están evaluando aspectos clave antes de formalizar su entrada al mercado de calzado femenino e infantojuvenil.","-1","Unknown",0.0522,"-1","Unknown",0.0142,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",0.1719
"Planificación Empresarial de Listo","Listo tendrá 200 locales y centrará modelo de negocio en fast-food-cáfe  La empresa también está haciendo su entrada al delivery a través de una aplicación. Están preparándose para enfrentar el aumento del comercio electrónico.","gestion",2017-12-18,"Planificación Empresarial de Listo. Listo tendrá 200 locales y centrará modelo de negocio en fast-food-cáfe  La empresa también está haciendo su entrada al delivery a través de una aplicación. Están preparándose para enfrentar el aumento del comercio electrónico.","-1","Unknown",0.0272,"415","planes expansion, primera tienda, mercado peruano, centros comerciales, expansion",0.0843,"-1","Unknown",0.0522
"Expansión Internacional de Distroller","Mexicana Distroller crea accesibilidad global   Distroller, una marca mexicana de accesorios personales para el hogar y joyería explora el Perú. Ya está llegando a varias tiendas independientes y busca expandir su presencia. Han logrado incrementos significativos en ventas de un 15%. ","gestion",2017-12-18,"Expansión Internacional de Distroller. Mexicana Distroller crea accesibilidad global   Distroller, una marca mexicana de accesorios personales para el hogar y joyería explora el Perú. Ya está llegando a varias tiendas independientes y busca expandir su presencia. Han logrado incrementos significativos en ventas de un 15%.","575","entrar mercado peruano, mercado peruano, territorio peruano, peruana, peruano",1,"415","planes expansion, primera tienda, mercado peruano, centros comerciales, expansion",0.1369,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",0.1961
"Retail: Grupo Patio invertirá US$ 20 millones en remodelación","Este grupo focaliza recursos substanciales en actualizar infraestructuras de sus principales centros comerciales en zonas suburbanas. Estratégicamente, pretenden aumentar capacidad de servicio y satisfacer preferencias evolutivas del cliente, aprovechando tendencias de consumo cada vez más sofisticadas. Dichas reformas forman parte de un ambicioso programa de mejora continua dirigido a solidificar reputación y rendimiento en el ámbito minorista.","gestion",2019-10-01,"Retail: Grupo Patio invertirá US$ 20 millones en remodelación. Este grupo focaliza recursos substanciales en actualizar infraestructuras de sus principales centros comerciales en zonas suburbanas. Estratégicamente, pretenden aumentar capacidad de servicio y satisfacer preferencias evolutivas del cliente, aprovechando tendencias de consumo cada vez más sofisticadas. Dichas reformas forman parte de un ambicioso programa de mejora continua dirigido a solidificar reputación y rendimiento en el ámbito minorista.","-1","Unknown",0.0309,"-1","Unknown",0.0175,"684","nuevo centro comercial, nuevo mall, centros comerciales, centro comercial, plaza norte",0.0525
"¿Cómo van con sus planes?","--Planean expandirse a través de franquicias en países sudamericanos como Bolivia, Ecuador y Colombia, buscando operadores adecuados. Con Mr. Shao preparan la apertura de un nuevo local en Plaza Norte y exploran futuros sitios en zonas populares de Lima. Además, están remodelando locales existentes para adaptarse mejor a clientes millennials.--","gestion",2017-12-18,"¿Cómo van con sus planes?. --Planean expandirse a través de franquicias en países sudamericanos como Bolivia, Ecuador y Colombia, buscando operadores adecuados. Con Mr. Shao preparan la apertura de un nuevo local en Plaza Norte y exploran futuros sitios en zonas populares de Lima. Además, están remodelando locales existentes para adaptarse mejor a clientes millennials.--","-1","Unknown",0.038,"-1","Unknown",0.0201,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",0.0818
"Entrevista Arnold Wu, Presidente de Corporación Wu"," --Planean abrir tres locales de Pollos Chicken el próximo año. Colombia, Ecuador y Bolivia siguen en su mira. Preparan apertura de quinto local de Mr. Shao.-- Mirtha Trigosopregunta cómo planean enfrentar el panorama político complicado. Arnold Wu opina que el sector de restaurantes podría verse afectado solo si continúa la recesión económica severa. Explica que aún mantienen su estrategia de largo plazo sin cambiar hacia opciones de precio baratas, centrándose en mejorar la experiencia del cliente para impulsar el consumo.","gestion",2017-12-18,"Entrevista Arnold Wu, Presidente de Corporación Wu.  --Planean abrir tres locales de Pollos Chicken el próximo año. Colombia, Ecuador y Bolivia siguen en su mira. Preparan apertura de quinto local de Mr. Shao.-- Mirtha Trigosopregunta cómo planean enfrentar el panorama político complicado. Arnold Wu opina que el sector de restaurantes podría verse afectado solo si continúa la recesión económica severa. Explica que aún mantienen su estrategia de largo plazo sin cambiar hacia opciones de precio baratas, centrándose en mejorar la experiencia del cliente para impulsar el consumo.","-1","Unknown",0.0079,"-1","Unknown",0.0114,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",0.0932
"Centro Plexus en San Miguel","Por su cercana al primer puerto y al aeropuerto del Callao, y por su crecimiento comercial, el distrito de San Miguel se ha convertido en uno de los polos más atractivos para la cin. Es por ello que FG Edificaciones, con una inversión de S/. 46 millones, edificará el Centro Empresarial Plexus en esta localidad.","gestion",2015-03-04,"Centro Plexus en San Miguel. Por su cercana al primer puerto y al aeropuerto del Callao, y por su crecimiento comercial, el distrito de San Miguel se ha convertido en uno de los polos más atractivos para la cin. Es por ello que FG Edificaciones, con una inversión de S/. 46 millones, edificará el Centro Empresarial Plexus en esta localidad.","519","real plaza salaverry, nuevo centro comercial, real plaza puruchuco, mall plaza, real plaza",0.0168,"-1","Unknown",0.0231,"-1","Unknown",0.0161
"Centros Comerciales","Filial peruana de Parque Arauco reduce su parte en las ganancias grupales.  Las ventas de MegaPlaza Norte disminuyeron un 1% en 2013, aunque otros centros mostraron aumento. La ocupación bajó levemente comparado con el periodo anterior. Sin embargo, el Grupo Arauco también avanzará en la mejora de su Outlet Center en Lima, agregando 2,200 metros cuadrados disponibles para arriendo.","gestion",2014-03-10,"Centros Comerciales. Filial peruana de Parque Arauco reduce su parte en las ganancias grupales.  Las ventas de MegaPlaza Norte disminuyeron un 1% en 2013, aunque otros centros mostraron aumento. La ocupación bajó levemente comparado con el periodo anterior. Sin embargo, el Grupo Arauco también avanzará en la mejora de su Outlet Center en Lima, agregando 2,200 metros cuadrados disponibles para arriendo.","519","real plaza salaverry, nuevo centro comercial, real plaza puruchuco, mall plaza, real plaza",0.0336,"-1","Unknown",0.0147,"684","nuevo centro comercial, nuevo mall, centros comerciales, centro comercial, plaza norte",0.0696
"Expansión"," MARCO ALDAY LLEGARÁ A TRUJILLO, PIURA Y CUZCO  – Proyecto contempla cerrar el año con 230 locales. Planea expansiones estratégicas en el sur y norte de Lima para capturar público del NSE BA+.  MIQUELAS LOPEZ  La cadena española de peluquerías, Marco Aldany, tiene programada la inauguración de cinco establecimientos adicionales en el país este año, completando así un total de 103 sucursales para mediados del 2024 según indica Gestión su director general en el Perú, Felipe Cademo Luengo.  Considerando que necesitamos tiempo mientras emergen nuevos complejos comerciales en diversas partes de Lima y debido a circunstancias imprevistas, centraremos nuestros esfuerzos en expandirnos fuera de la capital. añadió.","gestion",2014-03-10,"Expansión.  MARCO ALDAY LLEGARÁ A TRUJILLO, PIURA Y CUZCO  – Proyecto contempla cerrar el año con 230 locales. Planea expansiones estratégicas en el sur y norte de Lima para capturar público del NSE BA+.  MIQUELAS LOPEZ  La cadena española de peluquerías, Marco Aldany, tiene programada la inauguración de cinco establecimientos adicionales en el país este año, completando así un total de 103 sucursales para mediados del 2024 según indica Gestión su director general en el Perú, Felipe Cademo Luengo.  Considerando que necesitamos tiempo mientras emergen nuevos complejos comerciales en diversas partes de Lima y debido a circunstancias imprevistas, centraremos nuestros esfuerzos en expandirnos fuera de la capital. añadió.","-1","Unknown",0.029,"-1","Unknown",0.0709,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",0.1006
"Entrevista","Objetivo es tener un nuevo formato en los malls de San Isidro y Surco. Seguirá ampliándose a Chiclayo y Arequipa. El mercado de acabados crecería 9%.  JONY CAVA, GERENTE CORPORATIVO DE NEGOCIOS DE CASSELLINI  Evalúa ingresar con sus tiendas a los centros comerciales  ¿Cuál es el objetivo de la empresa este año? Queremos fortalecer la marca, por lo tanto, hemos iniciado la remodelación de las tiendas para que puedan disponer de más áreas de exposición. Comenzamos con la sede principal de Surquillo y luego seguiremos con las restantes. Pretendemos actualizar nuestro modelo comercial aproximadamente cada tres años, lo que contribuye positivamente al avance en el mercado de acabados.","gestion",2014-03-10,"Entrevista. Objetivo es tener un nuevo formato en los malls de San Isidro y Surco. Seguirá ampliándose a Chiclayo y Arequipa. El mercado de acabados crecería 9%.  JONY CAVA, GERENTE CORPORATIVO DE NEGOCIOS DE CASSELLINI  Evalúa ingresar con sus tiendas a los centros comerciales  ¿Cuál es el objetivo de la empresa este año? Queremos fortalecer la marca, por lo tanto, hemos iniciado la remodelación de las tiendas para que puedan disponer de más áreas de exposición. Comenzamos con la sede principal de Surquillo y luego seguiremos con las restantes. Pretendemos actualizar nuestro modelo comercial aproximadamente cada tres años, lo que contribuye positivamente al avance en el mercado de acabados.","519","real plaza salaverry, nuevo centro comercial, real plaza puruchuco, mall plaza, real plaza",0.0242,"-1","Unknown",0.0167,"-1","Unknown",0.056
"Escudo expande frontera global","Marca de Chara Macchiavello buscará penetrar mercados clave fuera de Sudamérica, manteniendo tradición pero adaptándose a audiencias globales.","gestion",2015-04-06,"Escudo expande frontera global. Marca de Chara Macchiavello buscará penetrar mercados clave fuera de Sudamérica, manteniendo tradición pero adaptándose a audiencias globales.","-1","Unknown",0.041,"415","planes expansion, primera tienda, mercado peruano, centros comerciales, expansion",0.1546,"-1","Unknown",0.0529
