"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"BUSCAN VOLVER | COMERCIANTES DEL PRIMER PISO DEL EDIFICIO SINIESTRADO INTENTAR REGRESAR","Comerciantes que sufrieron pérdidas totales por el incendio buscan retornar a la construcción deteriorada. Han solicitado evaluaciones profesionales para verificar la idoneidad de las estructuras sobrevivientes basándose en recomendaciones previas hechas por organismos relevantes. Actualmente, el edificio permanece inhabitado mientras espera decisiones definitivas dependiendo de los resultados obtenidos.","elcomercio",2018-06-22,"BUSCAN VOLVER | COMERCIANTES DEL PRIMER PISO DEL EDIFICIO SINIESTRADO INTENTAR REGRESAR. Comerciantes que sufrieron pérdidas totales por el incendio buscan retornar a la construcción deteriorada. Han solicitado evaluaciones profesionales para verificar la idoneidad de las estructuras sobrevivientes basándose en recomendaciones previas hechas por organismos relevantes. Actualmente, el edificio permanece inhabitado mientras espera decisiones definitivas dependiendo de los resultados obtenidos.","246","devastador incendio, incendio devastador, voraz incendio, incendio, incendios",0.0123,"290","patrimonio cultural amenazado, complejo arqueologico, patrimonio cultural intangible, cultural amenazado, area arqueologica",0.0567,"278","incendio devastador, unidades bomberos, devastador incendio, incendios, bomberos",0.0166
"MINJUST ADMINISTRARA LOS CENTROS JOVENILES","Desde el próximo 1° de Julio, el control de diversos centros dedicados a adolescentes infractores cambiarán hacia manos ministeriales específicamente enfocadas en justicia y derechos civiles. Tal transición marca el término de gestión previa mantenida por el sistema judicial.","elcomercio",2018-06-22,"MINJUST ADMINISTRARA LOS CENTROS JOVENILES. Desde el próximo 1° de Julio, el control de diversos centros dedicados a adolescentes infractores cambiarán hacia manos ministeriales específicamente enfocadas en justicia y derechos civiles. Tal transición marca el término de gestión previa mantenida por el sistema judicial.","-1","Unknown",0.0265,"-1","Unknown",0.0133,"518","centro juvenil maranguita, rehabilitacion lima maranguita, reformatorios, centros juveniles, rehabilitacion juvenil",1
"Independencia y Veracidad","DIRECTOR GENERAL: Francisco Mir Quesada Cantuarías DIRECTOR PERIODÍSTICO: Juan José Garrido Kochlin AL SERVICIO DEL PAIS DESDE 1839 Dante Piaggi","elcomercio",2018-06-22,"Independencia y Veracidad. DIRECTOR GENERAL: Francisco Mir Quesada Cantuarías DIRECTOR PERIODÍSTICO: Juan José Garrido Kochlin AL SERVICIO DEL PAIS DESDE 1839 Dante Piaggi","393","director general francisco, directora general francisco, independencia veracidad director, editor general francisco, general francisco miranda",0.3361,"-1","Unknown",0.0365,"441","francisco mir quesada, francisco miranda quesada, quesada director periodistico, antonio mir quesada, general francisco mir",1
"Incentivar nuevos hábitos económicos mediante incentivos fiscales","Una opción podría ser usar tus compras como crédito para el Impuesto a la Renta, sugiere un entrevistado, resaltando la necesidad de abrir debates amplios sobre cómo cambiar actitudes hacia la formalización.","elcomercio",2018-06-22,"Incentivar nuevos hábitos económicos mediante incentivos fiscales. Una opción podría ser usar tus compras como crédito para el Impuesto a la Renta, sugiere un entrevistado, resaltando la necesidad de abrir debates amplios sobre cómo cambiar actitudes hacia la formalización.","282","propuestas fiscales, reformas fiscales, ajustes fiscales, regimen tributario, exoneraciones fiscales",0.22,"244","carga fiscal, impuesto renta, dicho impuesto, reforma tributaria, impuesto dividendos",1,"267","administracion tributaria sunat, tributaria sunat, nacional administracion tributaria, impuestos, administracion tributaria",0.0317
"Reforma Tributaria en Chile impactará plataformas digitales","Plataformas internacionales como Netflix, Uber, Airbnb, Aliexpress y Spotify enfrentarán cambios regulatorios bajo medidas adoptadas por el gobierno chileno, buscando equilibrios justos en el sistema tributario local.","elcomercio",2018-06-22,"Reforma Tributaria en Chile impactará plataformas digitales. Plataformas internacionales como Netflix, Uber, Airbnb, Aliexpress y Spotify enfrentarán cambios regulatorios bajo medidas adoptadas por el gobierno chileno, buscando equilibrios justos en el sistema tributario local.","-1","Unknown",0.0226,"244","carga fiscal, impuesto renta, dicho impuesto, reforma tributaria, impuesto dividendos",0.2555,"267","administracion tributaria sunat, tributaria sunat, nacional administracion tributaria, impuestos, administracion tributaria",0.0536
"Proyectos exitosos de salud pública muestran eficiencia gubernamental","Casos históricos demuestran que combinación adecuada de métodos mediáticos pueden generar resultados positivos notables, tales como la alta aceptación informativa en procesos judiciales complejos.","elcomercio",2018-06-22,"Proyectos exitosos de salud pública muestran eficiencia gubernamental. Casos históricos demuestran que combinación adecuada de métodos mediáticos pueden generar resultados positivos notables, tales como la alta aceptación informativa en procesos judiciales complejos.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.152,"-1","Unknown",0.0246,"-1","Unknown",0.0094
"Los resultados del Índice de Competitividad Regional 2018 del IPE","La competitividad depende en buena parte de lo que hagan los gobiernos regionales y distritales. E l Instituto Peruano de Economía (IPE) acaba de publicar, por sexto año consecutivo, la última versión del índice de Competitividad Regional-InCore 2018, proporcionándonos así un panorama claro y fácil de interpretar respecto a las fortalezas y debilidades de nuestras regiones. Comparando datos antiguos y nuevos, observamos cambios significativos en áreas como la nutrición infantil y tasas de parto hospitalario, mostrando cómo diferentes políticas impactan distintivamente en diversas localizaciones geográficas.","elcomercio",2018-06-24,"Los resultados del Índice de Competitividad Regional 2018 del IPE. La competitividad depende en buena parte de lo que hagan los gobiernos regionales y distritales. E l Instituto Peruano de Economía (IPE) acaba de publicar, por sexto año consecutivo, la última versión del índice de Competitividad Regional-InCore 2018, proporcionándonos así un panorama claro y fácil de interpretar respecto a las fortalezas y debilidades de nuestras regiones. Comparando datos antiguos y nuevos, observamos cambios significativos en áreas como la nutrición infantil y tasas de parto hospitalario, mostrando cómo diferentes políticas impactan distintivamente en diversas localizaciones geográficas.","-1","Unknown",0.0134,"256","peruano economia, indice competitividad regional, economia peruana, crecimiento economico, reduccion pobreza",0.0435,"-1","Unknown",0.0187
"Presion Fiscal Necesita Mejoras","Víctor Shiguiyama, líder de la Superintendencia Nacional de Administración Tributaria (Sunat), indica que el objetivo fiscal ideal rondaría el 20% del Producto Bruto Interno (PIB); sin embargo, limitaciones estructurales reducen efectivamente tal margen a aproximadamente 16%. Para avanzar, recomienda combatir activamente la informalidad en distintos frentes socio-económicos.","elcomercio",2018-06-24,"Presion Fiscal Necesita Mejoras. Víctor Shiguiyama, líder de la Superintendencia Nacional de Administración Tributaria (Sunat), indica que el objetivo fiscal ideal rondaría el 20% del Producto Bruto Interno (PIB); sin embargo, limitaciones estructurales reducen efectivamente tal margen a aproximadamente 16%. Para avanzar, recomienda combatir activamente la informalidad en distintos frentes socio-económicos.","299","reforma fiscal, reforma tributaria, recaudacion tributaria, deficit fiscal, beneficios fiscales",0.0414,"-1","Unknown",0.0244,"267","administracion tributaria sunat, tributaria sunat, nacional administracion tributaria, impuestos, administracion tributaria",0.0128
"","India penaliza el uso de productos de plástico El estado indio de Maharashtra –uno de los más poblados del país– ha establecido como un delito el uso de productos de plástico. Incumplir la norma conllevará a multas de hasta $410 dólares y penas de hasta tres meses en la cárcel para los infractores reincidentes.","elcomercio",2018-06-27,". India penaliza el uso de productos de plástico El estado indio de Maharashtra –uno de los más poblados del país– ha establecido como un delito el uso de productos de plástico. Incumplir la norma conllevará a multas de hasta $410 dólares y penas de hasta tres meses en la cárcel para los infractores reincidentes.","392","bolsas plastico, bolsas plasticas, uso plasticos, uso plastico, residuos plasticos",0.2089,"-1","Unknown",0.0131,"588","bolsas plasticas, bolsas plastico, uso plasticos, alternativas plastico, uso plastico",1
"Beneficios Tributarios bajo Escrutinio","Un proyecto legislativo sugiere requerir evaluación técnica previa del Consejo Fiscal para nuevos incentivos tributarios, buscando evitar pérdida indebida de recursos públicos.","elcomercio",2018-06-27,"Beneficios Tributarios bajo Escrutinio. Un proyecto legislativo sugiere requerir evaluación técnica previa del Consejo Fiscal para nuevos incentivos tributarios, buscando evitar pérdida indebida de recursos públicos.","299","reforma fiscal, reforma tributaria, recaudacion tributaria, deficit fiscal, beneficios fiscales",0.0293,"244","carga fiscal, impuesto renta, dicho impuesto, reforma tributaria, impuesto dividendos",0.3525,"267","administracion tributaria sunat, tributaria sunat, nacional administracion tributaria, impuestos, administracion tributaria",0.0508
"Opinión Política Post Mundial Rusia 2018","Carlo Basombrío analiza cómo los éxitos futbolísticos afectan mínimamente la política local, destacando que tales triunfos no alteran sustancialmente la percepción pública sobre temas gubernativos fundamentales.","elcomercio",2018-06-27,"Opinión Política Post Mundial Rusia 2018. Carlo Basombrío analiza cómo los éxitos futbolísticos afectan mínimamente la política local, destacando que tales triunfos no alteran sustancialmente la percepción pública sobre temas gubernativos fundamentales.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0023,"-1","Unknown",0.016,"-1","Unknown",0.0463
"Impacto Tecnológico en el Sector Hotelero","Análisis sobre cómo AirbnB representa una disruptiva alternativa dentro del ámbito turístico tradicional, enfrentándose a potencial regulación restrictiva por parte del Estado.","elcomercio",2018-06-27,"Impacto Tecnológico en el Sector Hotelero. Análisis sobre cómo AirbnB representa una disruptiva alternativa dentro del ámbito turístico tradicional, enfrentándose a potencial regulación restrictiva por parte del Estado.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.3113,"-1","Unknown",0.0305,"-1","Unknown",0.0021
"Ataque dirigido al periódico más antiguo del país","Krampf describió al atacante como un adulto blanco residente en Maryland, quien pareció actuar solo según medios locales identificados al sospechoso como Jarrod Ramos, de 38 años. Parece haber vínculos con una demanda anterior contra el medio en 2012 por una historia sobre un caso de acoso criminal.","elcomercio",2018-06-29,"Ataque dirigido al periódico más antiguo del país. Krampf describió al atacante como un adulto blanco residente en Maryland, quien pareció actuar solo según medios locales identificados al sospechoso como Jarrod Ramos, de 38 años. Parece haber vínculos con una demanda anterior contra el medio en 2012 por una historia sobre un caso de acoso criminal.","-1","Unknown",0.057,"-1","Unknown",0.0129,"560","tiroteo centro, tiroteo centro comercial, tiroteos, tiroteo, atentados",1
"Impulsos fiscales mueven la inversión pública","Según cifras de la consulta amistosa del Ministerio de Economía y Finanzas (MEF), actualizadas el 30 de junio, la inversión pública muestra una expansión preliminar de 16,86%. Con este resultado, la variable mediana como el gasto en adquisición de activos no financieros del Estado muestra estar con la mecha encendida, encaminada a mostrar su primer resultado positivo en tres años y además, como para cumplir con la meta trazada por el MEF, de 17,5% para el año.","elcomercio",2018-07-01,"Impulsos fiscales mueven la inversión pública. Según cifras de la consulta amistosa del Ministerio de Economía y Finanzas (MEF), actualizadas el 30 de junio, la inversión pública muestra una expansión preliminar de 16,86%. Con este resultado, la variable mediana como el gasto en adquisición de activos no financieros del Estado muestra estar con la mecha encendida, encaminada a mostrar su primer resultado positivo en tres años y además, como para cumplir con la meta trazada por el MEF, de 17,5% para el año.","299","reforma fiscal, reforma tributaria, recaudacion tributaria, deficit fiscal, beneficios fiscales",0.0223,"-1","Unknown",0.0376,"-1","Unknown",0.0249
"Rebelín Manuela Ascención Segura sigue siendo restauración","Las obras de restauro en el teatro Ma-nuel Ascencion Segura, declara-do Monumento Historico del Peru desde 1972, prosigue adelante. Ahí, un grupo especializa-do de artistas cusqueño recuperan las estructuras, ornamentos y equipos de la sala de espectáculo. Según información proporcionada por la Municipalidad de Lima, responsable de dichas labores, estamos reviviendo el teatro. Entre un ochenta y noventa por ciento de la infraestructura será renovada. Reforzará-se la caja escénica del establecimiento. Dichas mejorías deberían culminar en el ultimo trimestre del presente año.","elcomercio",2018-07-02,"Rebelín Manuela Ascención Segura sigue siendo restauración. Las obras de restauro en el teatro Ma-nuel Ascencion Segura, declara-do Monumento Historico del Peru desde 1972, prosigue adelante. Ahí, un grupo especializa-do de artistas cusqueño recuperan las estructuras, ornamentos y equipos de la sala de espectáculo. Según información proporcionada por la Municipalidad de Lima, responsable de dichas labores, estamos reviviendo el teatro. Entre un ochenta y noventa por ciento de la infraestructura será renovada. Reforzará-se la caja escénica del establecimiento. Dichas mejorías deberían culminar en el ultimo trimestre del presente año.","319","centro historico lima, revitalizar centro historico, recuperacion centro historico, revitalizacion centro historico, museo metropolitano lima",0.049,"-1","Unknown",0.0305,"-1","Unknown",0.0392
"Mirada de fondo Relación Trump-AMLO","Similitudes ideológicas personajes políticos influencia mutua consecuencia geopolítica América Latina dinámicas migratorias seguridad narcoeconomía relaciones diplomáticas continuidades rupturas paradigma político contemporaneidad.","elcomercio",2018-07-03,"Mirada de fondo Relación Trump-AMLO. Similitudes ideológicas personajes políticos influencia mutua consecuencia geopolítica América Latina dinámicas migratorias seguridad narcoeconomía relaciones diplomáticas continuidades rupturas paradigma político contemporaneidad.","-1","Unknown",0.0102,"248","apoyo mutuo, similitudes ideologicas, diversidad cultural, fenomeno cultural, sociedad contemporanea",0.1127,"-1","Unknown",0.025
"Avance físico de obras públicas aumenta","El índice de avance físico de obras públicas registró un incremento del 7.7%, contribuyendo así al crecimiento del Producto Bruto Interno mediante diversos proyectos prioritarios transferidos por el gobierno.","elcomercio",2018-07-03,"Avance físico de obras públicas aumenta. El índice de avance físico de obras públicas registró un incremento del 7.7%, contribuyendo así al crecimiento del Producto Bruto Interno mediante diversos proyectos prioritarios transferidos por el gobierno.","276","informalidad laboral, trabajadores informales, crecimiento empleo, formalizacion laboral, empleos formales",0.0347,"-1","Unknown",0.0411,"-1","Unknown",0.0269
"Hoy para las mypes existen una compleja e inaccesible tela de regímenes","Además, la aprobación reciente de la ley que obliga a la bancarización en la compra de vehículos, inmuebles y acciones, así como aquella que habilita la supervisión de las cooperativas, son una clara muestra del liderazgo y acompañamiento de la Superintendencia de Banca, Seguros y AFP (SBS) en el propósito de formalizar un sector que hoy está fuera del sistema económico formal.  Quedan pendientes la habilitación del uso interno del secreto bancario, la declaración del beneficiario final y la norma antievasión para dotar a la Administración Tributaria de las herramientas necesarias a fin de enfrentarse a contribuyentes que distan mucho de estar entre aquellos cuyo bajo flujo de ingresos les impide acceder a la formalidad. Para éstos últimos se necesita un nuevo modelo tributario. Actualmente, para las mipymes existe una compleja e inaccesible red de regímenes que genera costos de cumplimiento e incentiva a su vez el arbitraje entre los mismos, donde el uso masivo y abusivo de los regímenes RUS, RER y de personas naturales da paso a la atomización empresarial y al mercado negro de facturas (como, el 83% de los contribuyentes declaran rentas inferiores a S/100.000 anuales, el 98% se declara micro y pequeña empresa y un 66% de las mipyme se declara como persona natural con negocios).  Comenzamos ahora la discusión hacia el consenso que nos aleje de este sistema tributario complicado y centrado en pequeñas unidades productivas y nos conduzca hacia un sistema único y progresivo. La introducción de tramos en el Impuesto a la Renta (MiPyME Tributario) y la habilidad de deducir costos para las personas naturales son avances hacia la convergencia de regímenes. La digitalización es un complemento crucial en el objetivo de formalizar. De hecho, la automatización de procesos simplifica la gestión empresarial (promoviendo el factoring electrónico y reduciendo el costo de cumplimiento tributario) mientras mejora simultáneamente la fiscalización. Finalmente, es fundamental reconocer que la regulación es un complemento para una moderna gestión tributaria y no un fin en sí mismo, y que la errónea interpretación del rol legislativo ha conducido al fracaso de numerosos intentos de reforma tributaria.","elcomercio",2018-07-04,"Hoy para las mypes existen una compleja e inaccesible tela de regímenes. Además, la aprobación reciente de la ley que obliga a la bancarización en la compra de vehículos, inmuebles y acciones, así como aquella que habilita la supervisión de las cooperativas, son una clara muestra del liderazgo y acompañamiento de la Superintendencia de Banca, Seguros y AFP (SBS) en el propósito de formalizar un sector que hoy está fuera del sistema económico formal.  Quedan pendientes la habilitación del uso interno del secreto bancario, la declaración del beneficiario final y la norma antievasión para dotar a la Administración Tributaria de las herramientas necesarias a fin de enfrentarse a contribuyentes que distan mucho de estar entre aquellos cuyo bajo flujo de ingresos les impide acceder a la formalidad. Para éstos últimos se necesita un nuevo modelo tributario. Actualmente, para las mipymes existe una compleja e inaccesible red de regímenes que genera costos de cumplimiento e incentiva a su vez el arbitraje entre los mismos, donde el uso masivo y abusivo de los regímenes RUS, RER y de personas naturales da paso a la atomización empresarial y al mercado negro de facturas (como, el 83% de los contribuyentes declaran rentas inferiores a S/100.000 anuales, el 98% se declara micro y pequeña empresa y un 66% de las mipyme se declara como persona natural con negocios).  Comenzamos ahora la discusión hacia el consenso que nos aleje de este sistema tributario complicado y centrado en pequeñas unidades productivas y nos conduzca hacia un sistema único y progresivo. La introducción de tramos en el Impuesto a la Renta (MiPyME Tributario) y la habilidad de deducir costos para las personas naturales son avances hacia la convergencia de regímenes. La digitalización es un complemento crucial en el objetivo de formalizar. De hecho, la automatización de procesos simplifica la gestión empresarial (promoviendo el factoring electrónico y reduciendo el costo de cumplimiento tributario) mientras mejora simultáneamente la fiscalización. Finalmente, es fundamental reconocer que la regulación es un complemento para una moderna gestión tributaria y no un fin en sí mismo, y que la errónea interpretación del rol legislativo ha conducido al fracaso de numerosos intentos de reforma tributaria.","-1","Unknown",0.0154,"-1","Unknown",0.0308,"267","administracion tributaria sunat, tributaria sunat, nacional administracion tributaria, impuestos, administracion tributaria",0.0191
"Reforma fiscal integral","Claudio Cooper reflexiona sobre la urgencia de transformar el modelo tributario actual para combatir eficientemente la informalidad económica. Destaca la colaboración multisectorial en curso destinada a fortalecer la estructura fiscal del país.","elcomercio",2018-07-04,"Reforma fiscal integral. Claudio Cooper reflexiona sobre la urgencia de transformar el modelo tributario actual para combatir eficientemente la informalidad económica. Destaca la colaboración multisectorial en curso destinada a fortalecer la estructura fiscal del país.","282","propuestas fiscales, reformas fiscales, ajustes fiscales, regimen tributario, exoneraciones fiscales",0.1944,"-1","Unknown",0.0222,"267","administracion tributaria sunat, tributaria sunat, nacional administracion tributaria, impuestos, administracion tributaria",0.0297
"Preservación cultural reconocida legalmente","Legisladores aprobaron proteger prácticas ancestrales del pueblo Harákmbut ubicado en áreas selváticas compartidas entre departamentos amazónicos, reconociendo así su importancia sociocultural.","elcomercio",2018-07-04,"Preservación cultural reconocida legalmente. Legisladores aprobaron proteger prácticas ancestrales del pueblo Harákmbut ubicado en áreas selváticas compartidas entre departamentos amazónicos, reconociendo así su importancia sociocultural.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",1,"-1","Unknown",0.1394,"-1","Unknown",6e-04
"Incremento notable en índices de violencia doméstica registrados","Reportes evidencian crecientes números de incidencias relacionadas con conflictividad familiar, particularmente marcadas en provincias determinadas, requiriendo atención urgente y recursos adicionales para enfrentamiento eficaz.","elcomercio",2018-07-04,"Incremento notable en índices de violencia doméstica registrados. Reportes evidencian crecientes números de incidencias relacionadas con conflictividad familiar, particularmente marcadas en provincias determinadas, requiriendo atención urgente y recursos adicionales para enfrentamiento eficaz.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.3899,"206","victimas violencia, casos violencia, violencia mujeres, victimas trata, feminicidios",0.0541,"279","violencia mujeres, violencia hacia mujer, violencia mujer, casos violencia, violencia familiar",0.1351
"Incautación masiva de armamento en instalaciones privadas","Entidades reguladoras confiscaron numerosas piezas de artillería pertenecientes a compañías de vigilancia y distribución de armas, citando negligencia en protocolos de custodia adecuada.","elcomercio",2018-07-04,"Incautación masiva de armamento en instalaciones privadas. Entidades reguladoras confiscaron numerosas piezas de artillería pertenecientes a compañías de vigilancia y distribución de armas, citando negligencia en protocolos de custodia adecuada.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0461,"-1","Unknown",0.0126,"-1","Unknown",0.0187
"Plaza Temática en el centro histórico de Lima","La Municipalidad Metropolitana de Lima planea otorgar hoy la buena pro del proyecto del parque temático Héroes de la Democracia, incluido en el programa gubernamental regional. Según información obtenida, el proyecto necesita aún la aprobación del Ministerio de Cultura dado que implica modificaciones en áreas protegidas del patrimonio cultural.","elcomercio",2018-07-05,"Plaza Temática en el centro histórico de Lima. La Municipalidad Metropolitana de Lima planea otorgar hoy la buena pro del proyecto del parque temático Héroes de la Democracia, incluido en el programa gubernamental regional. Según información obtenida, el proyecto necesita aún la aprobación del Ministerio de Cultura dado que implica modificaciones en áreas protegidas del patrimonio cultural.","319","centro historico lima, revitalizar centro historico, recuperacion centro historico, revitalizacion centro historico, museo metropolitano lima",0.1043,"-1","Unknown",0.0432,"575","recuperacion centro historico, centro historico lima, centro lima, lima municipalidad, cercado lima",1
"Nuevo Sistema de Financiamiento Agrario","Sale Agrobanco, entra Mi Agro. Tras un largo proceso de agonía, Agrobanco se encuentra camino a unirse a su predecesor, el desaparecido Banco Agrario. Ayer el presidente del Consejo de Ministros, Óscar Valderrama, y el titular del Ministerio de Agricultura y Riego, Gustavo Mostajo, confirmaron que el Ejecutivo presentó un proyecto de ley al Congreso, el cual propone que Agrobanco sea absorbido por Mi Agro, nueva entidad financiera que se manejará como un banco de segundo piso.","elcomercio",2018-07-05,"Nuevo Sistema de Financiamiento Agrario. Sale Agrobanco, entra Mi Agro. Tras un largo proceso de agonía, Agrobanco se encuentra camino a unirse a su predecesor, el desaparecido Banco Agrario. Ayer el presidente del Consejo de Ministros, Óscar Valderrama, y el titular del Ministerio de Agricultura y Riego, Gustavo Mostajo, confirmaron que el Ejecutivo presentó un proyecto de ley al Congreso, el cual propone que Agrobanco sea absorbido por Mi Agro, nueva entidad financiera que se manejará como un banco de segundo piso.","381","ministro agricultura riego, ministerio agricultura riego, ministra agricultura, ley promocion agraria, ministro agricultura",1,"-1","Unknown",0.0256,"-1","Unknown",0.0234
"Esfuerzo fiscal: Evaluación de las metas del Ejecutivo","Ajuste de gastos superfluos avanza con lentitud Redución. Según el MEF, en el primer semestre solo se ahorraron S/96 millons en el rubro alquileres, consultoria y viajes. Baja expectativa. Expertos esperan que ahorro se acelere en lo que resta del año, pero temen que no sea suficiente.","elcomercio",2018-07-07,"Esfuerzo fiscal: Evaluación de las metas del Ejecutivo. Ajuste de gastos superfluos avanza con lentitud Redución. Según el MEF, en el primer semestre solo se ahorraron S/96 millons en el rubro alquileres, consultoria y viajes. Baja expectativa. Expertos esperan que ahorro se acelere en lo que resta del año, pero temen que no sea suficiente.","299","reforma fiscal, reforma tributaria, recaudacion tributaria, deficit fiscal, beneficios fiscales",0.0273,"185","crecimiento economico, economia peruana, producto bruto interno, inflacion, crecimiento",0.0457,"-1","Unknown",0.0093
