"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"Reducción de Tributos Sería Una Medida Reactivadora Más Eficaz Que Incrementar el Gasto Público Como Intenta Hacer el Gobierno","Un recorte de tributos reduciría los costos que asumen los empresarios para hacer negocios y ayudaría así a reactivar la inversión privada. Además, más dinero en el bolsillo de la gente podría aumentar el consumo de los ciudadanos, reanimando también el movimiento comercial desde el lado de la demanda (todo esto, por supuesto, si se generan expectativas favorables para que las personas deciden gastar en lugar de guardar su dinero).  Reducir impuestos, además, sería una medida reactívadora más eficiente que aumentar el gasto público como intenta hacer el Gobierno. Primeramente, los ciudadanos no tienen obstáculos para gastar más, mientras que el Estado, como hemos visto, es conocido por su ineficiencia para ejecutar el gasto público, siendo más fácil mover la economía poniendo los recursos en las manos de la gente en lugar de en las manos de la burocracia.  Segundamente, incrementar el gasto público es una medida que no influye necesariamente en las expectativas de los inversionistas (que a menudo no ven un mayor gasto estatal como algo positivo), mientras que reducir impuestos sería una señal clara de que la administración está dispuesta a favorecer las inversiones privadas.","elcomercio",2014-08-12,"Reducción de Tributos Sería Una Medida Reactivadora Más Eficaz Que Incrementar el Gasto Público Como Intenta Hacer el Gobierno. Un recorte de tributos reduciría los costos que asumen los empresarios para hacer negocios y ayudaría así a reactivar la inversión privada. Además, más dinero en el bolsillo de la gente podría aumentar el consumo de los ciudadanos, reanimando también el movimiento comercial desde el lado de la demanda (todo esto, por supuesto, si se generan expectativas favorables para que las personas deciden gastar en lugar de guardar su dinero).  Reducir impuestos, además, sería una medida reactívadora más eficiente que aumentar el gasto público como intenta hacer el Gobierno. Primeramente, los ciudadanos no tienen obstáculos para gastar más, mientras que el Estado, como hemos visto, es conocido por su ineficiencia para ejecutar el gasto público, siendo más fácil mover la economía poniendo los recursos en las manos de la gente en lugar de en las manos de la burocracia.  Segundamente, incrementar el gasto público es una medida que no influye necesariamente en las expectativas de los inversionistas (que a menudo no ven un mayor gasto estatal como algo positivo), mientras que reducir impuestos sería una señal clara de que la administración está dispuesta a favorecer las inversiones privadas.","299","reforma fiscal, reforma tributaria, recaudacion tributaria, deficit fiscal, beneficios fiscales",0.13,"244","carga fiscal, impuesto renta, dicho impuesto, reforma tributaria, impuesto dividendos",0.0538,"267","administracion tributaria sunat, tributaria sunat, nacional administracion tributaria, impuestos, administracion tributaria",0.0196
"¿Qué se requiere para volver a impulsar nuestro país?","Robert Abusada Salah discute las principales áreas de acción requeridas para mejorar la capacidad económica del Perú post-electorales. Destaca la necesidad crítica de incrementar la productividad nacional, señalando que ningún país ha avanzado sin mantener altas tasas de mejora en eficiencia de producción. Además, propone solucionar problemas derivados de políticas laborales restrictivas y errores en el proceso de regionalización, así como fortalecer la infraestructura productiva.","elcomercio",2015-10-20,"¿Qué se requiere para volver a impulsar nuestro país?. Robert Abusada Salah discute las principales áreas de acción requeridas para mejorar la capacidad económica del Perú post-electorales. Destaca la necesidad crítica de incrementar la productividad nacional, señalando que ningún país ha avanzado sin mantener altas tasas de mejora en eficiencia de producción. Además, propone solucionar problemas derivados de políticas laborales restrictivas y errores en el proceso de regionalización, así como fortalecer la infraestructura productiva.","-1","Unknown",0.0555,"256","peruano economia, indice competitividad regional, economia peruana, crecimiento economico, reduccion pobreza",0.0527,"544","diversificacion productiva, desarrollo economico, crecimiento economico, politicas diversificacion, milagros economicos",1
"Eliminación de requisitos innecesarios","Una resolución relevante de la Comisión de Eliminación de Barreras Burocráticas favoreció a la compañía Inkafarma, liberándola de requerimientos redundantes de renovación periódica de certificaciones de defensa civil. Destaca la oportunidad de replantear protocolos similares aplicados indiscriminadamente en distintos ámbitos, potenciando así la simplificación administrativa.","elcomercio",2014-07-17,"Eliminación de requisitos innecesarios. Una resolución relevante de la Comisión de Eliminación de Barreras Burocráticas favoreció a la compañía Inkafarma, liberándola de requerimientos redundantes de renovación periódica de certificaciones de defensa civil. Destaca la oportunidad de replantear protocolos similares aplicados indiscriminadamente en distintos ámbitos, potenciando así la simplificación administrativa.","-1","Unknown",0.0032,"-1","Unknown",0.0123,"467","eliminar barreras burocraticas, eliminacion barreras burocraticas, barreras burocraticas, comision eliminacion barreras, simplificacion administrativa",1
"PERÚ VS. TEORÍAS DE KUZNETS SOBRE DESIGUALDADES INGRESALES","Contrario a predicciones de Simon Kuznets, según las cuales la disparidad económica inicialmente aumentará antes de disminuir conforme avance el desarrollo, el Perú muestra signos de mitigación de inequidades aún en etapas tempranas de prosperidad económica. Datos indican que segmentos socio-económicos bajos experimentan tasas de crecimiento superior comparativamente a grupos más favorecidos, reflejando cambios positivos impulsados primordialmente por dinámicas endógenas de mercado y no meramente por subsidios gubernamentales. Tales tendencias sugieren que quizás el Perú pueda seguir un sendero alternativo hacia el desarrollo, retando supuestos convencionales sobre correlaciones universales entre crecimiento y distribución de ingresos.","elcomercio",2014-05-05,"PERÚ VS. TEORÍAS DE KUZNETS SOBRE DESIGUALDADES INGRESALES. Contrario a predicciones de Simon Kuznets, según las cuales la disparidad económica inicialmente aumentará antes de disminuir conforme avance el desarrollo, el Perú muestra signos de mitigación de inequidades aún en etapas tempranas de prosperidad económica. Datos indican que segmentos socio-económicos bajos experimentan tasas de crecimiento superior comparativamente a grupos más favorecidos, reflejando cambios positivos impulsados primordialmente por dinámicas endógenas de mercado y no meramente por subsidios gubernamentales. Tales tendencias sugieren que quizás el Perú pueda seguir un sendero alternativo hacia el desarrollo, retando supuestos convencionales sobre correlaciones universales entre crecimiento y distribución de ingresos.","254","economia peruana, economico peruano, peruano, economico peru, peruanos",0.1036,"256","peruano economia, indice competitividad regional, economia peruana, crecimiento economico, reduccion pobreza",0.0794,"-1","Unknown",0.0273
"APRISTA PROPONE MEJORAS SALARIALES","Propuestas económicas incluyen generar confianza y credibilidad en los inversionistas, promover las exportaciones, relanzar proyectos de inversión pública y restaurar recursos perdidos bajo nuevos sistemas fiscales. También sugieren capacitación anual para profesores, reiniciar programas lectores y asignar más fondos a la Policía Nacional del Perú.","elcomercio",2013-09-05,"APRISTA PROPONE MEJORAS SALARIALES. Propuestas económicas incluyen generar confianza y credibilidad en los inversionistas, promover las exportaciones, relanzar proyectos de inversión pública y restaurar recursos perdidos bajo nuevos sistemas fiscales. También sugieren capacitación anual para profesores, reiniciar programas lectores y asignar más fondos a la Policía Nacional del Perú.","-1","Unknown",0.037,"256","peruano economia, indice competitividad regional, economia peruana, crecimiento economico, reduccion pobreza",0.0413,"-1","Unknown",0.0096
"Indicadores económicos","El Per empeora en el ranking mundial de competencia global 2013-2014.","elcomercio",2013-09-04,"Indicadores económicos. El Per empeora en el ranking mundial de competencia global 2013-2014.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0094,"185","crecimiento economico, economia peruana, producto bruto interno, inflacion, crecimiento",0.0436,"471","ranking global competitividad, ranking mundial competitividad, informe competitividad global, economico mundial peru, ranking competitividad",1
"Reevaluación necesaria de normas de reelección política","Analizando la eficacia de la reelección inmediata, se destaca que podría mejorar la administración pública incentivando buenas prácticas gubernamentales, contrariamente a impulsar decisiones precipitadas que buscan abolirla sin fundamentos sólidos.","elcomercio",2014-05-03,"Reevaluación necesaria de normas de reelección política. Analizando la eficacia de la reelección inmediata, se destaca que podría mejorar la administración pública incentivando buenas prácticas gubernamentales, contrariamente a impulsar decisiones precipitadas que buscan abolirla sin fundamentos sólidos.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0446,"-1","Unknown",0.0387,"277","reformas electorales, reforma electoral, comision constitucion congreso, constitucion congreso, elecciones internas",0.1032
"Escasez hídrica afectará próximas temporadas agrícolas","Autoridades ambientales anticipan restricción en uso de agua dulce, sugiriéndoles alternativas a agricultores para mitigación de efectos adversos en cultivos principales.","elcomercio",2015-07-29,"Escasez hídrica afectará próximas temporadas agrícolas. Autoridades ambientales anticipan restricción en uso de agua dulce, sugiriéndoles alternativas a agricultores para mitigación de efectos adversos en cultivos principales.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0233,"186","fuertes lluvias, desborde, lluvias, lluvia, inundaciones",0.0337,"-1","Unknown",0.007
"Impuestos Selectivos y Protección de Salud","Los impuestos selectivos deberían servir para fines específicos y relacionados con el consumo de los productos que gravan. Es perfectamente razonable, por ejemplo, ponerle un Impuesto Selectivo al Consumo (ISC) a la gasolina si la recaudación se usa para mantener pistas y señales, pero no si se convierte en una fuente de financiamiento de otros gastos que nada tienen que ver con el transporte automotor. Para los gastos generales existen los impuestos generales. Cuando se rompe el vínculo entre el origen y el destino de los fondos, el selectivo termina siendo un impuesto que penaliza el consumo de ciertos productos sin una buena razón e induce a la gente a consumir más de los otros, o sea, un impuesto que distorsiona las decisiones del consumidor.  No hay detrás del proyecto de ley que comentamos un análisis que sustente la necesidad del ISC a la cerveza. Como también lo había sospechábamos, detrás de los decretos supremos que pretendía derogar. Un análisis basado en la evidencia médica y policial que demuestre si tiene el consumo de cerveza consecuencias negativas sobre terceras personas y quantifique los costos que representan. Y que sobre esa base define si es mejor un impuesto proporcional al volumen, al contenido alcohólico o al precio de venta.","elcomercio",2014-10-10,"Impuestos Selectivos y Protección de Salud. Los impuestos selectivos deberían servir para fines específicos y relacionados con el consumo de los productos que gravan. Es perfectamente razonable, por ejemplo, ponerle un Impuesto Selectivo al Consumo (ISC) a la gasolina si la recaudación se usa para mantener pistas y señales, pero no si se convierte en una fuente de financiamiento de otros gastos que nada tienen que ver con el transporte automotor. Para los gastos generales existen los impuestos generales. Cuando se rompe el vínculo entre el origen y el destino de los fondos, el selectivo termina siendo un impuesto que penaliza el consumo de ciertos productos sin una buena razón e induce a la gente a consumir más de los otros, o sea, un impuesto que distorsiona las decisiones del consumidor.  No hay detrás del proyecto de ley que comentamos un análisis que sustente la necesidad del ISC a la cerveza. Como también lo había sospechábamos, detrás de los decretos supremos que pretendía derogar. Un análisis basado en la evidencia médica y policial que demuestre si tiene el consumo de cerveza consecuencias negativas sobre terceras personas y quantifique los costos que representan. Y que sobre esa base define si es mejor un impuesto proporcional al volumen, al contenido alcohólico o al precio de venta.","282","propuestas fiscales, reformas fiscales, ajustes fiscales, regimen tributario, exoneraciones fiscales",0.3234,"-1","Unknown",0.0091,"267","administracion tributaria sunat, tributaria sunat, nacional administracion tributaria, impuestos, administracion tributaria",0.1251
"Menos beneficios","Reducción notable en otorgamiento de beneficios penitenciarios reportada durante el año fiscal pasado, marcando avances en política criminal y medidas disciplinarias.","elcomercio",2014-01-03,"Menos beneficios. Reducción notable en otorgamiento de beneficios penitenciarios reportada durante el año fiscal pasado, marcando avances en política criminal y medidas disciplinarias.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0813,"-1","Unknown",0.0193,"-1","Unknown",0.0097
"Los árboles salvaguardan miles de vidas al año","Revelación científica enfatizando beneficios saludables directos derivados de mantener bosques sanos, sugiriendo implicaciones positivas sustanciales para estrategias de cuidado ambiental.","elcomercio",2014-08-09,"Los árboles salvaguardan miles de vidas al año. Revelación científica enfatizando beneficios saludables directos derivados de mantener bosques sanos, sugiriendo implicaciones positivas sustanciales para estrategias de cuidado ambiental.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0119,"-1","Unknown",0.018,"-1","Unknown",0.0079
"Profesionales docentes premiados por métodos innovadores","Educadores de varias partes del país recibieron galardones por introducir técnicas didácticas creativas que han demostrado eficacia en el proceso de enseñanza-aprendizaje, siendo seleccionados dentro de miles de candidatos en el concurso Buenas Prácticas Docentes.","elcomercio",2013-11-30,"Profesionales docentes premiados por métodos innovadores. Educadores de varias partes del país recibieron galardones por introducir técnicas didácticas creativas que han demostrado eficacia en el proceso de enseñanza-aprendizaje, siendo seleccionados dentro de miles de candidatos en el concurso Buenas Prácticas Docentes.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0282,"191","nacional educacion, calidad educativa, rendimiento academico, instituciones educativas, educacional",0.0646,"-1","Unknown",0.0536
"Palmeros temen pérdida de mercados","Normativas potencialmente restrictivas ponen en riesgo industria local de biocombustibles derivados de palmiche. Productores demandan audiencias urgentes para mitigar impactos económicos adversos.","elcomercio",2014-05-30,"Palmeros temen pérdida de mercados. Normativas potencialmente restrictivas ponen en riesgo industria local de biocombustibles derivados de palmiche. Productores demandan audiencias urgentes para mitigar impactos económicos adversos.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.2707,"-1","Unknown",0.0091,"-1","Unknown",2e-04
"Irregularidades en adjudicación petrolera expuestas","Hallazgos sugieren alteraciones deliberadas en criterios de evaluación para beneficiar a compañías específicas en concursos de explotación petrolera, señalando potenciales actos indebidos en ministerial.","elcomercio",2015-06-03,"Irregularidades en adjudicación petrolera expuestas. Hallazgos sugieren alteraciones deliberadas en criterios de evaluación para beneficiar a compañías específicas en concursos de explotación petrolera, señalando potenciales actos indebidos en ministerial.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.437,"-1","Unknown",0.0297,"296","casos judiciales relevantes, judiciales relevantes, casos judiciales, decisiones judiciales, judiciales",0.0177
"Apertura de nuevas oportunidades laborales","Dirigiéndonos a la importancia estratégica de invertir en innovación productiva, destacamos la relevancia de expandir nuestros mercados más allá de la minería, explorando áreas como la biomedicina natural basándose en investigación científica de conocimiento ancestral.","elcomercio",2015-09-22,"Apertura de nuevas oportunidades laborales. Dirigiéndonos a la importancia estratégica de invertir en innovación productiva, destacamos la relevancia de expandir nuestros mercados más allá de la minería, explorando áreas como la biomedicina natural basándose en investigación científica de conocimiento ancestral.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.3554,"-1","Unknown",0.0575,"-1","Unknown",7e-04
"Política ","Após decisões controversas tomadas pelo Tribunal Eleitoral, especula-se publicamente sobre influências políticas nas determinações judiciárias. Analistas sugerem possíveis interesses pessoais envolvendo figuras importantes do cenário político local.","elcomercio",2014-09-03,"Política . Após decisões controversas tomadas pelo Tribunal Eleitoral, especula-se publicamente sobre influências políticas nas determinações judiciárias. Analistas sugerem possíveis interesses pessoais envolvendo figuras importantes do cenário político local.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0022,"205","uma, primeira, nossa, ou, primeiro",0.663,"-1","Unknown",0.009
"Avance global en políticas TIC","Informes de UNESCO destacan intentos globales por incorporar herramientas digitales en entornos educacionales, aunque reconocen limitaciones persistentes en cuanto a implementación eficiente y extensiva.","elcomercio",2015-01-12,"Avance global en políticas TIC. Informes de UNESCO destacan intentos globales por incorporar herramientas digitales en entornos educacionales, aunque reconocen limitaciones persistentes en cuanto a implementación eficiente y extensiva.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.1305,"191","nacional educacion, calidad educativa, rendimiento academico, instituciones educativas, educacional",0.0589,"-1","Unknown",0.0249
"Planificación estratégica en educación","El ministerio dedicará recursos financieros substanciales a programas dirigidos a potencializar talentos juveniles, priorizando aquellos identificados como excepcionales.","elcomercio",2015-01-12,"Planificación estratégica en educación. El ministerio dedicará recursos financieros substanciales a programas dirigidos a potencializar talentos juveniles, priorizando aquellos identificados como excepcionales.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",1,"191","nacional educacion, calidad educativa, rendimiento academico, instituciones educativas, educacional",0.064,"-1","Unknown",0.0412
"Impedimento fiscal contra persona física y empresaria","Sunat dice: Vade retro Satanás, no podemos mezclar individuo con empresa. Imposible, prohibitísimo! Obviamente, el objetivo es evitar hallazgos, embargo. Los contribuyentes se indignan, pues existe tal celo hacia aquellos ignorantes respecto a su situación de moroso, que no son delincuentes, pagarán sí les notifican, mientras que las serpentinas de Puno atraviesan indiferentemente.  Similar situacion en Tumbes. All también falta la persecución ejemplar aplicada a formales. Indiscutiblemente, Sunat comete más irregularidades. Tras descubrir corrupción interna y compras de dispositivos espías valorizados en 15 millones de dólares, surge indignación debido a dichas inversiones realizadas con nuestro dinero tributario y afectando así la economía nacional. Cuando observamos cómo la directora de Sunat es víctima de manipulaciones políticas convertidas posteriormente en beneficios económicos otorgados por el estado para resolver problemas privados, surgen sospechas. Dininstancia colabora activamente junto a Sunat, similar a prácticas vistas bajo Fujimori? Puesto que hemos revelado, mediante reportajes periodísticos, comentarios despectivos hechos por Dininstancia acerca de adversarios gubernamentales.","elcomercio",2015-03-31,"Impedimento fiscal contra persona física y empresaria. Sunat dice: Vade retro Satanás, no podemos mezclar individuo con empresa. Imposible, prohibitísimo! Obviamente, el objetivo es evitar hallazgos, embargo. Los contribuyentes se indignan, pues existe tal celo hacia aquellos ignorantes respecto a su situación de moroso, que no son delincuentes, pagarán sí les notifican, mientras que las serpentinas de Puno atraviesan indiferentemente.  Similar situacion en Tumbes. All también falta la persecución ejemplar aplicada a formales. Indiscutiblemente, Sunat comete más irregularidades. Tras descubrir corrupción interna y compras de dispositivos espías valorizados en 15 millones de dólares, surge indignación debido a dichas inversiones realizadas con nuestro dinero tributario y afectando así la economía nacional. Cuando observamos cómo la directora de Sunat es víctima de manipulaciones políticas convertidas posteriormente en beneficios económicos otorgados por el estado para resolver problemas privados, surgen sospechas. Dininstancia colabora activamente junto a Sunat, similar a prácticas vistas bajo Fujimori? Puesto que hemos revelado, mediante reportajes periodísticos, comentarios despectivos hechos por Dininstancia acerca de adversarios gubernamentales.","-1","Unknown",0.0118,"-1","Unknown",0.0213,"267","administracion tributaria sunat, tributaria sunat, nacional administracion tributaria, impuestos, administracion tributaria",0.0237
"Impuesto a los Dividendo","- Iván Alonso -  ¿Qué será el efecto inmediato del incremento en la tarifa del tributo aplicado a los dividendo sugerido por el Estado, destinado a promover la inversión interna?  Durante el periodo comprendido entre 2018 y 2019, dicha tarifa experimentará un crecimiento significativo.  Sin embargo, ¿qué repercute esto en términos prácticos? Al cerrar el año fiscal anterior, los beneficios distribuidos deberían gravarse con una tasa del 4,1%, ascendiendo a partir del próximo año a 6,8%. Postergar la división implicará un elevado costo financiero para los socios capitalistas...  Recientemente critiqué la conjunción de una baja en el impuesto sobre ingresos netos con un aumento en el cobro sobre los dividendos debido a sus potenciales resultados negativos a mediano plazo. Dichos efectos incluyen principalmente inversiones realizadas exclusivamente gracias a fondos provenientes de actividades financieras que hubieran permanecido intactas en manos de los dueños originales. Además, a corto plazo, la política propuesta podría generar resultados adversos...","elcomercio",2014-12-04,"Impuesto a los Dividendo. - Iván Alonso -  ¿Qué será el efecto inmediato del incremento en la tarifa del tributo aplicado a los dividendo sugerido por el Estado, destinado a promover la inversión interna?  Durante el periodo comprendido entre 2018 y 2019, dicha tarifa experimentará un crecimiento significativo.  Sin embargo, ¿qué repercute esto en términos prácticos? Al cerrar el año fiscal anterior, los beneficios distribuidos deberían gravarse con una tasa del 4,1%, ascendiendo a partir del próximo año a 6,8%. Postergar la división implicará un elevado costo financiero para los socios capitalistas...  Recientemente critiqué la conjunción de una baja en el impuesto sobre ingresos netos con un aumento en el cobro sobre los dividendos debido a sus potenciales resultados negativos a mediano plazo. Dichos efectos incluyen principalmente inversiones realizadas exclusivamente gracias a fondos provenientes de actividades financieras que hubieran permanecido intactas en manos de los dueños originales. Además, a corto plazo, la política propuesta podría generar resultados adversos...","299","reforma fiscal, reforma tributaria, recaudacion tributaria, deficit fiscal, beneficios fiscales",1,"-1","Unknown",0.0453,"267","administracion tributaria sunat, tributaria sunat, nacional administracion tributaria, impuestos, administracion tributaria",0.0364
"Planean nuevas normativas contra violencia doméstica","Autoridades comprometidas a introducir regulaciones específicas diseñadas para mitigar situaciones de hostigamiento y discriminación hacia grupos vulnerables.","elcomercio",2014-10-20,"Planean nuevas normativas contra violencia doméstica. Autoridades comprometidas a introducir regulaciones específicas diseñadas para mitigar situaciones de hostigamiento y discriminación hacia grupos vulnerables.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.05,"206","victimas violencia, casos violencia, violencia mujeres, victimas trata, feminicidios",0.0273,"-1","Unknown",0.0189
"Editorial Mejor, ganemos todos Podemos ayudar a los exportadores sin perjudicar a los consumidores.",NA,"elcomercio",2013-08-12,"Editorial Mejor, ganemos todos Podemos ayudar a los exportadores sin perjudicar a los consumidores.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0322,"-1","Unknown",0.0216,"-1","Unknown",0.0082
"Compra Tecnológica Histórica","Microsoft finaliza la compra de negocios móviles de Nokia, buscando expandir influencia en mercado smartphone mediante integración corporativa efectiva.","elcomercio",2013-09-03,"Compra Tecnológica Histórica. Microsoft finaliza la compra de negocios móviles de Nokia, buscando expandir influencia en mercado smartphone mediante integración corporativa efectiva.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0052,"-1","Unknown",0.0272,"-1","Unknown",0.0212
"Mirada de fondo  La Revolución Ignorada","-CARLOS ADRIÁNZEN- Decano de la Facultad de Economía de la UPCH Muchas cosas buenas han pasado en nuestro país en los últimos años. Según el INEI, en los últimos diez años, alrededor de cinco millones de peruanos alcanzaron un empleo adecuado con ingresos 15,6% mayores mientras siete millones dejaban de ser pobres (lapso en el que la población pasaba de 27 millones a 30 millones).  El correlato macroeconómico de esta evolución tenía como fondo una inflación moderada y el crecimiento recurrente del PIB y la inversión privada (cuyas tasas anuales promedio en soles de 1994 arrojaban 6,6% y 12,5%).  ¿Qué pasó? No olvidemos que a principios de los años ’90 nuestro país tenía niveles de vida casi africanos, donde el empleo adecuado absorbía el 7,8% de nuestra fuerza laboral y en el cual las dos terceras partes de la población caían debajo de la línea de incidencia de la pobreza.  ¿Ha ocurrido algún cambio significativo en nuestro país?","elcomercio",2014-05-07,"Mirada de fondo  La Revolución Ignorada. -CARLOS ADRIÁNZEN- Decano de la Facultad de Economía de la UPCH Muchas cosas buenas han pasado en nuestro país en los últimos años. Según el INEI, en los últimos diez años, alrededor de cinco millones de peruanos alcanzaron un empleo adecuado con ingresos 15,6% mayores mientras siete millones dejaban de ser pobres (lapso en el que la población pasaba de 27 millones a 30 millones).  El correlato macroeconómico de esta evolución tenía como fondo una inflación moderada y el crecimiento recurrente del PIB y la inversión privada (cuyas tasas anuales promedio en soles de 1994 arrojaban 6,6% y 12,5%).  ¿Qué pasó? No olvidemos que a principios de los años ’90 nuestro país tenía niveles de vida casi africanos, donde el empleo adecuado absorbía el 7,8% de nuestra fuerza laboral y en el cual las dos terceras partes de la población caían debajo de la línea de incidencia de la pobreza.  ¿Ha ocurrido algún cambio significativo en nuestro país?","254","economia peruana, economico peruano, peruano, economico peru, peruanos",0.0363,"256","peruano economia, indice competitividad regional, economia peruana, crecimiento economico, reduccion pobreza",0.0553,"-1","Unknown",0.0269
"Beneficios exclusivos para socios del Club El Comercio","Descripción de ventajas comerciales disponibles únicamente para afiliados del mencionado club.","elcomercio",2015-08-23,"Beneficios exclusivos para socios del Club El Comercio. Descripción de ventajas comerciales disponibles únicamente para afiliados del mencionado club.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0146,"-1","Unknown",0.0285,"281","clubelcomercio pe, ofrece descuento, descuentos, club comercio, clubelcomercio",0.0312
"Información biométrica será usada para controlar disturbios","Generales discuten cómo usar tecnología avanzada para mantener el orden público.","elcomercio",2015-08-23,"Información biométrica será usada para controlar disturbios. Generales discuten cómo usar tecnología avanzada para mantener el orden público.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0046,"-1","Unknown",0.0154,"-1","Unknown",0.0164
"Los especialistas en listas de títulos","Descubre beneficios significativos en Saga Falabella visitando diferentes locales y aprovecha rebajas considerables en varios ítems seleccionados.","elcomercio",2014-02-19,"Los especialistas en listas de títulos. Descubre beneficios significativos en Saga Falabella visitando diferentes locales y aprovecha rebajas considerables en varios ítems seleccionados.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.008,"-1","Unknown",0.0384,"281","clubelcomercio pe, ofrece descuento, descuentos, club comercio, clubelcomercio",0.0203
"Avances en Impresoras 3D","Impresoras capaces de trabajar en tres dimensiones continúan reduciendo precios y expandiendo aplicaciones potencialmente útiles para individuos y negocios.","elcomercio",2014-01-02,"Avances en Impresoras 3D. Impresoras capaces de trabajar en tres dimensiones continúan reduciendo precios y expandiendo aplicaciones potencialmente útiles para individuos y negocios.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.118,"-1","Unknown",0.029,"-1","Unknown",0.0741
"Política: División estratégica","Análisis detalla intentos gubernamentales de fragmentar posturas dentro de la oposición para proteger figuras clave.","elcomercio",2013-10-16,"Política: División estratégica. Análisis detalla intentos gubernamentales de fragmentar posturas dentro de la oposición para proteger figuras clave.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0601,"292","varias facciones, fragmentacion politica, cambios politicos, divergentes, posicionamientos",0.0811,"271","diferentes facciones politicas, facciones politicas, politicos relevantes, situacion politica, analisis politico",0.0709
"Retiro Bancario Nacional Sugiere Cambio Estratégico","Argumento editorial critica expansión indebida de actividades financieras gubernamentales, apoyando retiros competitivos conforme constitución nacional.","elcomercio",2015-09-19,"Retiro Bancario Nacional Sugiere Cambio Estratégico. Argumento editorial critica expansión indebida de actividades financieras gubernamentales, apoyando retiros competitivos conforme constitución nacional.","282","propuestas fiscales, reformas fiscales, ajustes fiscales, regimen tributario, exoneraciones fiscales",1,"334","control fusiones, enfatizando decisiones politicas, alternativas mas inclusivas, libre mercado, editorial libre mercado",1,"-1","Unknown",0.0116
"TECNOLÓGICA DE PUNTA Sony, lideres en el mercado Obtenga hasta el 60% de descuento.","Promoción válida en varios locales destacados ofrece excelentes opciones para quienes buscan actualizar dispositivos tecnológicos a precio competitivo.","elcomercio",2015-06-28,"TECNOLÓGICA DE PUNTA Sony, lideres en el mercado Obtenga hasta el 60% de descuento.. Promoción válida en varios locales destacados ofrece excelentes opciones para quienes buscan actualizar dispositivos tecnológicos a precio competitivo.","252","eficiencia gubernamental, competitividad, competitivas, gubernamentales, gubernamental",0.0332,"202","iphone, smartphone, dispositivos moviles, funcionalidades, smartphones",0.0436,"281","clubelcomercio pe, ofrece descuento, descuentos, club comercio, clubelcomercio",0.0787
"Imitación también tiene un costo","Hay que informarse de lo que están haciéndo los demás y descubrir cómo lo están haciendo. No se lo van a decír por teléfono. Toma su tiempo, y desarrollo (I+D). La norma permite deducir, para fines tributarios, todo lo invertido y más, de manera que por cada 100 gastados en I+D se podrá deducir 75 adicionales, obteniendo la empresa un descuento de 21 en sus impuestos.  Hemos expresado en un artículo anterior nuestro desacuerdo con esta medida porque el subsidio, incentivo u ofrecido como quiera llamárselo –en el fondo, es lo mismo–, hace atractiva para las empresas ciertas inversiones que jamás debieran realizarse porque no ofrecen una expectativa real de rentabilidad.","elcomercio",2015-03-27,"Imitación también tiene un costo. Hay que informarse de lo que están haciéndo los demás y descubrir cómo lo están haciendo. No se lo van a decír por teléfono. Toma su tiempo, y desarrollo (I+D). La norma permite deducir, para fines tributarios, todo lo invertido y más, de manera que por cada 100 gastados en I+D se podrá deducir 75 adicionales, obteniendo la empresa un descuento de 21 en sus impuestos.  Hemos expresado en un artículo anterior nuestro desacuerdo con esta medida porque el subsidio, incentivo u ofrecido como quiera llamárselo –en el fondo, es lo mismo–, hace atractiva para las empresas ciertas inversiones que jamás debieran realizarse porque no ofrecen una expectativa real de rentabilidad.","299","reforma fiscal, reforma tributaria, recaudacion tributaria, deficit fiscal, beneficios fiscales",0.0955,"-1","Unknown",0.0075,"267","administracion tributaria sunat, tributaria sunat, nacional administracion tributaria, impuestos, administracion tributaria",0.0165
