"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"EL NO DE NAZIDE","Hay un elemento desconcertante cuando una mujer dice no, ya que la han acostumbrado a decir s. El no de Nazide tiene un significado simbólico que va más allá de los aspectos puramente legales o constitucionales. Diversos abogados me han explicado, paciente y detalladamente, que el problema no es anticonstitucional sino jurídico. Que existe una normativa dictaminada por Fujimori contra las potenciales aspiraciones políticas de Susana Higuchi, que, en cualquier circunstancia, tendría que ser revocada. Mi interés radica principalmente en examinar qué significa realmente el no proveniente de la voz de una mujer. Es algo poco usual e intrigante cuando una fémina opta por negar, dado que tradicionalmente se espera conformidad. Este emblemático símbolo infantil representa sumisión frente a mandatos externos. Decirse sí implica complacer mientras que expresar no sugiere rebeldía. Durante el referéndum chileno de 1988, apoyar el S equivalía a respaldar a Pinochet, perpetuando así el status quo existente. Optar por el NO resultaba entonces actitud insurgente, disruptiva incluso hasta ciertos extremos debido a su carácter prohibidor. Incluso las primeras manifestaciones de disenso emergen cuando los infantes alcanzan etapas conocidas como la fase del cabritaje, momento caracterizado por resistencias hacia órdenes previamente aceptadas sin objeciones. Así pues, aquellas vociferaciones españolas de protesta juvenil resonaron históricamente con fuerzas similares.  En contextos sociales convencionales, cuando testigos contemplan diálogos masculinas-femeninos tienden a presuponer intenciones meramente físicas detrás de dichas interacciones, ignorando completamente la facultad autónoma de decisión inherente a la contraparte femenina. Dentro de paradigmas patriarcales imperativos, se instila en las jóvenes la predisposición a afirmativas automáticas, interpretándose tales acciones como rendiciones voluntarias ante figuras dominantes. Tal condicionamiento social relega a las damas a roles secundarios incapaces de contradicción directa respecto a expectativas machistas. Bajo tal estructuración sociopolítica, el engaño emerge como táctica defensiva primordial para sobrellevar dinámicas adversas. Simular acuerdo mediante murmullos conciliatorios encubre genuinas renegacias internas. Vivir conforme a sistemas opresivos demanda habilidades estratégicas para navegar realidades injustas sin confrontarlas frontalmente. Aquel gesto silenciado de repudio encapsula toda la compleja dialéctica de supervivencia femenina en ambientes controlados predominantemente por criterios varoniles. Curiosamente, el eco retumbante del no emitido por Nazide reverbera metafóricamente también como un clamor liberatorio en el ámbito gubernamental, puesto que cada instancia de negativismo articulado por una mujer lleva implícitas vibraciones de autonomía, emancipación y valentía para enfrentar el statu quo.","elcomercio",2014-08-20,"EL NO DE NAZIDE. Hay un elemento desconcertante cuando una mujer dice no, ya que la han acostumbrado a decir s. El no de Nazide tiene un significado simbólico que va más allá de los aspectos puramente legales o constitucionales. Diversos abogados me han explicado, paciente y detalladamente, que el problema no es anticonstitucional sino jurídico. Que existe una normativa dictaminada por Fujimori contra las potenciales aspiraciones políticas de Susana Higuchi, que, en cualquier circunstancia, tendría que ser revocada. Mi interés radica principalmente en examinar qué significa realmente el no proveniente de la voz de una mujer. Es algo poco usual e intrigante cuando una fémina opta por negar, dado que tradicionalmente se espera conformidad. Este emblemático símbolo infantil representa sumisión frente a mandatos externos. Decirse sí implica complacer mientras que expresar no sugiere rebeldía. Durante el referéndum chileno de 1988, apoyar el S equivalía a respaldar a Pinochet, perpetuando así el status quo existente. Optar por el NO resultaba entonces actitud insurgente, disruptiva incluso hasta ciertos extremos debido a su carácter prohibidor. Incluso las primeras manifestaciones de disenso emergen cuando los infantes alcanzan etapas conocidas como la fase del cabritaje, momento caracterizado por resistencias hacia órdenes previamente aceptadas sin objeciones. Así pues, aquellas vociferaciones españolas de protesta juvenil resonaron históricamente con fuerzas similares.  En contextos sociales convencionales, cuando testigos contemplan diálogos masculinas-femeninos tienden a presuponer intenciones meramente físicas detrás de dichas interacciones, ignorando completamente la facultad autónoma de decisión inherente a la contraparte femenina. Dentro de paradigmas patriarcales imperativos, se instila en las jóvenes la predisposición a afirmativas automáticas, interpretándose tales acciones como rendiciones voluntarias ante figuras dominantes. Tal condicionamiento social relega a las damas a roles secundarios incapaces de contradicción directa respecto a expectativas machistas. Bajo tal estructuración sociopolítica, el engaño emerge como táctica defensiva primordial para sobrellevar dinámicas adversas. Simular acuerdo mediante murmullos conciliatorios encubre genuinas renegacias internas. Vivir conforme a sistemas opresivos demanda habilidades estratégicas para navegar realidades injustas sin confrontarlas frontalmente. Aquel gesto silenciado de repudio encapsula toda la compleja dialéctica de supervivencia femenina en ambientes controlados predominantemente por criterios varoniles. Curiosamente, el eco retumbante del no emitido por Nazide reverbera metafóricamente también como un clamor liberatorio en el ámbito gubernamental, puesto que cada instancia de negativismo articulado por una mujer lleva implícitas vibraciones de autonomía, emancipación y valentía para enfrentar el statu quo.","-1","Unknown",0.0188,"279","tradicionalmente, sexistas, machistas, culturalmente, doctrinas",0.047,"-1","Unknown",0.0193
"Devolution of Textiles Generates Good Precedent","The archaeologist Walter Alva assured that the decision made by the Swedish government to return the Paracas culture textiles exhibited there sets a commendable precedent for other states to potentially return our heritage. The first four pieces should arrive in Peru next week and its expected theyll be presented on June 18th.","elcomercio",2014-06-07,"Devolution of Textiles Generates Good Precedent. The archaeologist Walter Alva assured that the decision made by the Swedish government to return the Paracas culture textiles exhibited there sets a commendable precedent for other states to potentially return our heritage. The first four pieces should arrive in Peru next week and its expected theyll be presented on June 18th.","-1","Unknown",0.0115,"180","yet, efforts, been, potential, first",0.4294,"558","territorio peruano, bienes culturales, mas piezas arqueologicas, peru, fueron devueltas",0.1075
"Formación juvenil fortalece protección patrimonial","Programa socioeducativo ofrece oportunidades formativas centradas en restauración y mantenimiento de sitios culturales históricos, beneficiando principalmente a poblaciones marginadas.","elcomercio",2014-03-23,"Formación juvenil fortalece protección patrimonial. Programa socioeducativo ofrece oportunidades formativas centradas en restauración y mantenimiento de sitios culturales históricos, beneficiando principalmente a poblaciones marginadas.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.2666,"-1","Unknown",0.0295,"-1","Unknown",0.0082
"Competición ornitológica promueve conservacionismo","La municipalidad de Lima organiza eventos enfocados en educar sobre biodiversidad nativa, incentivando la exploración consciente de reservas naturales locales.","elcomercio",2014-03-23,"Competición ornitológica promueve conservacionismo. La municipalidad de Lima organiza eventos enfocados en educar sobre biodiversidad nativa, incentivando la exploración consciente de reservas naturales locales.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.064,"306","areas naturales protegidas, areas naturales, area conservacion, protegidas, manejo sostenible",1,"-1","Unknown",0.0165
"Neurología confirma beneficio del sueño en consolidación del aprendizaje","Recientes estudios indican que dormir ayuda significativamente a integrar información nueva aprendida durante el día.","elcomercio",2013-08-22,"Neurología confirma beneficio del sueño en consolidación del aprendizaje. Recientes estudios indican que dormir ayuda significativamente a integrar información nueva aprendida durante el día.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.0177,"362","algun tipo ejercicio, actividades fisicas, funciones cognitivas, cardiovascular, enfermedades neurodegenerativas",0.1217,"-1","Unknown",0.0405
"Conflicto Social Activo Reportado Durante Enero","Defensoría del Pueblo reportó 160 conflictos sociales activos, además de cuatro nuevos casos relacionados con temas socioambientales.","elcomercio",2015-03-06,"Conflicto Social Activo Reportado Durante Enero. Defensoría del Pueblo reportó 160 conflictos sociales activos, además de cuatro nuevos casos relacionados con temas socioambientales.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.1403,"-1","Unknown",0.0154,"-1","Unknown",0.0202
"Maléstar. Centenarios de agricultores cuzqueños protestan","El Sector Agrícola solicitó paciencia a los campesinos afectados quienes ayer acataron segundo día de paro por pérdidas económicas.   Campesinos de provincias cuzqueñas perderán sus cosechas debido a las lluvias y granizadas comenzarán a recibir compensación económica desde abril próximo según información proporcionada por el Ministro de Agricultura, Juan Benites.","elcomercio",2015-03-06,"Maléstar. Centenarios de agricultores cuzqueños protestan. El Sector Agrícola solicitó paciencia a los campesinos afectados quienes ayer acataron segundo día de paro por pérdidas económicas.   Campesinos de provincias cuzqueñas perderán sus cosechas debido a las lluvias y granizadas comenzarán a recibir compensación económica desde abril próximo según información proporcionada por el Ministro de Agricultura, Juan Benites.","381","ministro agricultura riego, ministerio agricultura riego, ministra agricultura, ley promocion agraria, ministro agricultura",0.0284,"-1","Unknown",0.0154,"-1","Unknown",0.0014
"Niños perpetúan tradición cultural en festividad religiosa","Desde temprana edad, niños están siendo instruidos en la Danza de la Candelaria, transmitiendo así valores culturales significativos generacionalmente.","elcomercio",2015-02-10,"Niños perpetúan tradición cultural en festividad religiosa. Desde temprana edad, niños están siendo instruidos en la Danza de la Candelaria, transmitiendo así valores culturales significativos generacionalmente.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.014,"-1","Unknown",0.0069,"397","candelaria puno, fiesta virgen candelaria, fiesta candelaria, virgen candelaria, honor virgen candelaria",0.0198
"Conflicto laboral prolongado en Loreto","Representantes de PlusPetrol, PCM, comunidades indígenas y Gobierno Regional de Loreto programaron reunirse después de que la protesta alcanzase 15 días consecutivos, suspendiendo actividades productivas en 14 pozos petroleros.","elcomercio",2015-02-10,"Conflicto laboral prolongado en Loreto. Representantes de PlusPetrol, PCM, comunidades indígenas y Gobierno Regional de Loreto programaron reunirse después de que la protesta alcanzase 15 días consecutivos, suspendiendo actividades productivas en 14 pozos petroleros.","242","oleoducto norperuano, petro peru, petro, petroleum, petroleo",0.0737,"233","proyecto minero, proyecto minero ta, mineras, mesa dialogo, valle tambo",0.0552,"472","comunidades indigenas loreto, comunidades nativas loreto, indigenas loreto, estacion petro peru, comunidades indigenas",1
"Recuperan Liencilong Coloniales Robados","El Estado Peruano logró recuperar nueve lienzo coloniales que fueron sustraídos en el año 2008 de una de las propiedades de la Orden Franciscana Seglar de Lima. Las pinturas fueron halladas en Estados Unidos y permanecerán en la sede del FBI, en Manhattan, hasta su envío a nuestro país.","elcomercio",2014-09-11,"Recuperan Liencilong Coloniales Robados. El Estado Peruano logró recuperar nueve lienzo coloniales que fueron sustraídos en el año 2008 de una de las propiedades de la Orden Franciscana Seglar de Lima. Las pinturas fueron halladas en Estados Unidos y permanecerán en la sede del FBI, en Manhattan, hasta su envío a nuestro país.","-1","Unknown",0.0232,"-1","Unknown",0.0128,"558","territorio peruano, bienes culturales, mas piezas arqueologicas, peru, fueron devueltas",0.0774
"Ministerio de Cultura denuncia a empresaria por obras cercanas a sitio histórico","La Procuraduría del Ministerio de Cultura solicitó acciones legales contra Rosa Hidalgo Silva debido a la construcción indebida próxima a la fortaleza preínca de Kulap. Argumentan que tales intervenciones comprometen gravemente el área arqueológicamente significativa.","elcomercio",2014-09-11,"Ministerio de Cultura denuncia a empresaria por obras cercanas a sitio histórico. La Procuraduría del Ministerio de Cultura solicitó acciones legales contra Rosa Hidalgo Silva debido a la construcción indebida próxima a la fortaleza preínca de Kulap. Argumentan que tales intervenciones comprometen gravemente el área arqueológicamente significativa.","291","hallazgos arqueologicos, hallazgo arqueologico, descubrimientos arqueologicos, descubrimiento arqueologico, arqueologico",0.0099,"290","patrimonio cultural amenazado, complejo arqueologico, patrimonio cultural intangible, cultural amenazado, area arqueologica",0.0761,"-1","Unknown",0.0435
"Tradicin La figura del Varayoc","PG.11","elcomercio",2014-10-05,"Tradicin La figura del Varayoc. PG.11","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.0825,"-1","Unknown",0.0732,"263","ilustracion giovanni tazza, ilustracion giovanni tazzi, ilustracion giovanni taza, giovanni tazza ilustracion, ilustracion giovanni",0.0779
"Thirteen Pre-Columbian Pieces Auctioned Illegally Sold Overseas","Treize pièces précolombiennes ont été légalement sorties du Pérou pour être exposées à une vente aux enchères organisée par Sothebys à New York. Ces objets appartiennent respectivement aux cultures Sicán-Lambayeque, Moche, Paracas, Wari et Chanchay.","elcomercio",2015-06-12,"Thirteen Pre-Columbian Pieces Auctioned Illegally Sold Overseas. Treize pièces précolombiennes ont été légalement sorties du Pérou pour être exposées à une vente aux enchères organisée par Sothebys à New York. Ces objets appartiennent respectivement aux cultures Sicán-Lambayeque, Moche, Paracas, Wari et Chanchay.","-1","Unknown",0.0074,"211","plusieurs, pour, seulement, cette, leurs",0.975,"558","territorio peruano, bienes culturales, mas piezas arqueologicas, peru, fueron devueltas",0.0733
"ISLAMIC TERMS TO BE CONSIDERED...","Understanding terms such as Arab who may or may not adhere strictly to traditional doctrines helps differentiate between various identities including non-Arab Muslims practicing political Islamists versus extremists advocating rigid adherence to doctrine while rejecting modern influences.","elcomercio",2015-01-11,"ISLAMIC TERMS TO BE CONSIDERED.... Understanding terms such as Arab who may or may not adhere strictly to traditional doctrines helps differentiate between various identities including non-Arab Muslims practicing political Islamists versus extremists advocating rigid adherence to doctrine while rejecting modern influences.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.1172,"180","yet, efforts, been, potential, first",0.8748,"-1","Unknown",0.0134
"Con vivir con lo intolerable","¿Cómo podemos convivir pacíficamente con aquellas personas u opiniones que encontramos completamente intolerables?  Este segmento analiza incidentes globales de terrorismo vinculado a radicalismos islámicos y otras fuentes autoritarias, explorando temas de libertad de expresión versus sensibilidades culturales y religiosas. Argumenta que debemos aprender a navegar nuestras diferencias manteniendo espacios para la divergencia cultural y religiosa, evitando fanatismos destructivos.","elcomercio",2015-01-10,"Con vivir con lo intolerable. ¿Cómo podemos convivir pacíficamente con aquellas personas u opiniones que encontramos completamente intolerables?  Este segmento analiza incidentes globales de terrorismo vinculado a radicalismos islámicos y otras fuentes autoritarias, explorando temas de libertad de expresión versus sensibilidades culturales y religiosas. Argumenta que debemos aprender a navegar nuestras diferencias manteniendo espacios para la divergencia cultural y religiosa, evitando fanatismos destructivos.","-1","Unknown",0.019,"248","apoyo mutuo, similitudes ideologicas, diversidad cultural, fenomeno cultural, sociedad contemporanea",0.0888,"-1","Unknown",0.0107
"Entrevista. Psicólogo Joan Garriga afirma que el machismo no es propio de los hombres, sino de la cultura.","Joan Garriga explica cómo el machismo está arraigado culturalmente más que individualmente.","elcomercio",2015-01-09,"Entrevista. Psicólogo Joan Garriga afirma que el machismo no es propio de los hombres, sino de la cultura.. Joan Garriga explica cómo el machismo está arraigado culturalmente más que individualmente.","-1","Unknown",0.0547,"279","tradicionalmente, sexistas, machistas, culturalmente, doctrinas",0.1394,"534","masculinas, masculinidad, masculinos, relacionadas genero, feminidad",0.1192
"Protección del patrimonio arqueológico amenazado","Actualmente, la tarea de proteger nuestro patrimonio arqueológico corresponde al Estado mediante organismos tales como el Ministerio de Cultura, así como también a los gobiernos regionales y municipales. Desafortunadamente, existe una notable carencia de acción efectiva frente a situaciones de deterioro continuo. Reconocemos que somos un país enfrentándose a limitaciones económicas severas, complicando aún más el manejo adecuado de sitios históricos vulnerables. Si bien se sabe quiénes son los principales agentes detrás de estos ataques al patrimonio, parecieran faltar decisiones claras y ejecución eficaz para contrarrestar estas prácticas destructivas. Nos encontramos entonces en una posición delicada, intentando evitar que tanto la pobreza material como la cultural sean herederas inevitables de las próximas generaciones.","elcomercio",2014-12-14,"Protección del patrimonio arqueológico amenazado. Actualmente, la tarea de proteger nuestro patrimonio arqueológico corresponde al Estado mediante organismos tales como el Ministerio de Cultura, así como también a los gobiernos regionales y municipales. Desafortunadamente, existe una notable carencia de acción efectiva frente a situaciones de deterioro continuo. Reconocemos que somos un país enfrentándose a limitaciones económicas severas, complicando aún más el manejo adecuado de sitios históricos vulnerables. Si bien se sabe quiénes son los principales agentes detrás de estos ataques al patrimonio, parecieran faltar decisiones claras y ejecución eficaz para contrarrestar estas prácticas destructivas. Nos encontramos entonces en una posición delicada, intentando evitar que tanto la pobreza material como la cultural sean herederas inevitables de las próximas generaciones.","291","hallazgos arqueologicos, hallazgo arqueologico, descubrimientos arqueologicos, descubrimiento arqueologico, arqueologico",0.012,"-1","Unknown",0.0161,"639","ministro patrimonio cultural, patrimonio cultural juan, ministro patrimonio, conservacion centro historico, patrimonio arqueologico cultural",1
"Ancón: Patrimonio Cultural Amenazado","Construcciones irregulares están devastando sitios arqueológicos vitales ubicados cerca de Ancon. Estos lugares poseen evidencias cruciales de diversas épocas históricas del desarrollo humano local. Si bien hay conciencia gubernamental sobre quién perpetúa estos actos destructivos, aún persiste la negligencia frente a acciones correctoras urgentemente requeridas.","elcomercio",2014-12-14,"Ancón: Patrimonio Cultural Amenazado. Construcciones irregulares están devastando sitios arqueológicos vitales ubicados cerca de Ancon. Estos lugares poseen evidencias cruciales de diversas épocas históricas del desarrollo humano local. Si bien hay conciencia gubernamental sobre quién perpetúa estos actos destructivos, aún persiste la negligencia frente a acciones correctoras urgentemente requeridas.","291","hallazgos arqueologicos, hallazgo arqueologico, descubrimientos arqueologicos, descubrimiento arqueologico, arqueologico",0.0102,"290","patrimonio cultural amenazado, complejo arqueologico, patrimonio cultural intangible, cultural amenazado, area arqueologica",0.1002,"-1","Unknown",0.0361
"Defunción Dr. David Sobrevilla Alczár","Anuncio oficial de defunción compartido por familiares cercanos. Ceremonia programada según tradición cultural.","elcomercio",2014-08-18,"Defunción Dr. David Sobrevilla Alczár. Anuncio oficial de defunción compartido por familiares cercanos. Ceremonia programada según tradición cultural.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.0121,"-1","Unknown",0.0099,"615","fallecimiento jose, fallecimiento, servicio funerario, velorio, funerales",1
"Apoyo mutuo indispensable","Debe imperar un sentido de solidaridad y apoyo mutuo para poder salir adelante conjuntamente.","elcomercio",2014-07-24,"Apoyo mutuo indispensable. Debe imperar un sentido de solidaridad y apoyo mutuo para poder salir adelante conjuntamente.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.0131,"248","apoyo mutuo, similitudes ideologicas, diversidad cultural, fenomeno cultural, sociedad contemporanea",0.1041,"-1","Unknown",0.0203
"Visión compartida","Solo podemos aspirar a construir un país inclusivo y equitativo si existe unidad y colaboración genuina entre líderes y ciudadanos.","elcomercio",2014-07-24,"Visión compartida. Solo podemos aspirar a construir un país inclusivo y equitativo si existe unidad y colaboración genuina entre líderes y ciudadanos.","-1","Unknown",0.0078,"248","apoyo mutuo, similitudes ideologicas, diversidad cultural, fenomeno cultural, sociedad contemporanea",0.0198,"-1","Unknown",0.0104
"Agenda cultural y educativa","- **21 de Setiembre**: Participación ciudadana en limpieza urbana en distintas zonas de Barranco. - **Hasta el 28 de Septiembre**: Exposición Bahauja Sonene: Conoce, Inspira en el Centro de la Imagen, ofreciendo acceso gratuito y abierto al público interesado en explorar obras multidisciplinares relacionadas con temas culturales y sociales.","elcomercio",2013-09-10,"Agenda cultural y educativa. - **21 de Setiembre**: Participación ciudadana en limpieza urbana en distintas zonas de Barranco. - **Hasta el 28 de Septiembre**: Exposición Bahauja Sonene: Conoce, Inspira en el Centro de la Imagen, ofreciendo acceso gratuito y abierto al público interesado en explorar obras multidisciplinares relacionadas con temas culturales y sociales.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.0212,"-1","Unknown",0.011,"-1","Unknown",0.0143
"Incidente Criminal Impacta Turismo Cultural en Ascope","Después de múltiples amenazas y robos, incluidos artefactos antiguos valuados culturalmente, el propietario del Museo Chiclin está profundamente preocupado por su propia seguridad personal debido a demandas de rescate elevadas hechas por grupos criminales locales.","elcomercio",2014-11-19,"Incidente Criminal Impacta Turismo Cultural en Ascope. Después de múltiples amenazas y robos, incluidos artefactos antiguos valuados culturalmente, el propietario del Museo Chiclin está profundamente preocupado por su propia seguridad personal debido a demandas de rescate elevadas hechas por grupos criminales locales.","-1","Unknown",0.0179,"290","patrimonio cultural amenazado, complejo arqueologico, patrimonio cultural intangible, cultural amenazado, area arqueologica",0.0514,"-1","Unknown",0.0106
"Voluntariado francés fortalece tejido social en suburbios limeños","Franceses jóvenes dedican energía y habilidades a fomentar desarrollo cultural y lingüístico en colegios marginados de Lima, integrándose íntimamente en dinámicas comunitarias complejas.","elcomercio",2013-10-02,"Voluntariado francés fortalece tejido social en suburbios limeños. Franceses jóvenes dedican energía y habilidades a fomentar desarrollo cultural y lingüístico en colegios marginados de Lima, integrándose íntimamente en dinámicas comunitarias complejas.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.2055,"248","apoyo mutuo, similitudes ideologicas, diversidad cultural, fenomeno cultural, sociedad contemporanea",0.0417,"-1","Unknown",0.0019
"Ventanilla students celebrate educational success featured in El Comercio","Students whose academic achievements gained recognition through El Comercio received copies highlighting successful outcomes attributed largely to innovative municipal education programs fostering significant learning advancements documented extensively throughout community initiatives promoting scholastic excellence.","elcomercio",2013-09-10,"Ventanilla students celebrate educational success featured in El Comercio. Students whose academic achievements gained recognition through El Comercio received copies highlighting successful outcomes attributed largely to innovative municipal education programs fostering significant learning advancements documented extensively throughout community initiatives promoting scholastic excellence.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.2088,"180","yet, efforts, been, potential, first",0.555,"-1","Unknown",0.0095
"OBJETIVOS ARQUÉOLÓGICOS PERUANOS REGRESAN DESPUÉS DE 84 AÑOS","Posterior a décadas, retornaron al país cuarenta piezas patrimoniales exhibidas inicialmente en el stand peruano durante la Feria Hispanoamericana de Sevilla en 1929. Entre ellas destacan cerámicas representativas de diversas etapas históricas y herramientas antiguas provenientes de la cultura chimú.","elcomercio",2013-08-20,"OBJETIVOS ARQUÉOLÓGICOS PERUANOS REGRESAN DESPUÉS DE 84 AÑOS. Posterior a décadas, retornaron al país cuarenta piezas patrimoniales exhibidas inicialmente en el stand peruano durante la Feria Hispanoamericana de Sevilla en 1929. Entre ellas destacan cerámicas representativas de diversas etapas históricas y herramientas antiguas provenientes de la cultura chimú.","-1","Unknown",0.0453,"-1","Unknown",0.0216,"558","territorio peruano, bienes culturales, mas piezas arqueologicas, peru, fueron devueltas",1
"Denuncian destrucción de 200 geoglifos en Perú","Víctimas de vandalización, cerca de 200 geoglifos sufrieron destrozos en la Quebrada de Santo Domingo, en Laredo, Trujillo. Victor Corcuera demanda acción del Ministerio de Cultura para frenar dichos ataques.","elcomercio",2015-04-22,"Denuncian destrucción de 200 geoglifos en Perú. Víctimas de vandalización, cerca de 200 geoglifos sufrieron destrozos en la Quebrada de Santo Domingo, en Laredo, Trujillo. Victor Corcuera demanda acción del Ministerio de Cultura para frenar dichos ataques.","-1","Unknown",0.0217,"290","patrimonio cultural amenazado, complejo arqueologico, patrimonio cultural intangible, cultural amenazado, area arqueologica",1,"416","lineas nazca, lineas nasca, activistas greenpeace, nasca palpa, arqueologica nasca",1
"Suecia devuelve al Perú 89 mantos Paracas",NA,"elcomercio",2014-06-06,"Suecia devuelve al Perú 89 mantos Paracas","235","peruana futbol, seleccion peruana, peruana, peruano, seleccion nacional",0.1418,"-1","Unknown",0.022,"558","territorio peruano, bienes culturales, mas piezas arqueologicas, peru, fueron devueltas",1
"PATRICIA BALBUENA Viceministra de Interculturalidad El enfoque inclusivo en el estado no es accesorio","Reflexiona sobre cómo el evento conocido como Baguazo, marcó un hito importante en términos políticos y sociales, impulsando medidas gubernamentales destinadas a mejorar la relación con las comunidades indígenas.","elcomercio",2014-06-06,"PATRICIA BALBUENA Viceministra de Interculturalidad El enfoque inclusivo en el estado no es accesorio. Reflexiona sobre cómo el evento conocido como Baguazo, marcó un hito importante en términos políticos y sociales, impulsando medidas gubernamentales destinadas a mejorar la relación con las comunidades indígenas.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.0278,"-1","Unknown",0.0118,"-1","Unknown",5e-04
"Repatriará el Per desde Suecia 89 textiles Paracas","Regresarán valiosos artefactos históricos robados ilegalmente hace décadas. Primer envío incluye elementos significativos como un manto calendario y otras reliquias textiles únicos.","elcomercio",2014-06-06,"Repatriará el Per desde Suecia 89 textiles Paracas. Regresarán valiosos artefactos históricos robados ilegalmente hace décadas. Primer envío incluye elementos significativos como un manto calendario y otras reliquias textiles únicos.","-1","Unknown",0.0236,"-1","Unknown",0.0216,"558","territorio peruano, bienes culturales, mas piezas arqueologicas, peru, fueron devueltas",1
"MEDIDAS ANTI-MALARIA TOMADAS EN ZONA COSTERO VERDE","Abriendo nuevas oportunidades culturales y educacionales, el Lugar de la Memoria ofrece visitas guiadas junto a eventos artísticos nocturnos diseñados para concientizar sobre episodios históricos relevantes.","elcomercio",2014-06-05,"MEDIDAS ANTI-MALARIA TOMADAS EN ZONA COSTERO VERDE. Abriendo nuevas oportunidades culturales y educacionales, el Lugar de la Memoria ofrece visitas guiadas junto a eventos artísticos nocturnos diseñados para concientizar sobre episodios históricos relevantes.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.1819,"-1","Unknown",0.0134,"-1","Unknown",0.0169
"Comentarios humorísticos sobre eventos culturales","Observaciones irónicas referentes a viajes gubernamentales financiados públicamente. Relatan experiencias de representantes culturales en evento internacional. Incorpora elementos satíricos sobre percepciones sociales.","elcomercio",2014-05-11,"Comentarios humorísticos sobre eventos culturales. Observaciones irónicas referentes a viajes gubernamentales financiados públicamente. Relatan experiencias de representantes culturales en evento internacional. Incorpora elementos satíricos sobre percepciones sociales.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.1014,"-1","Unknown",0.0046,"367","molina humor profano, humor profano mario, humor profano reflexiones, humor profano mari, mario molina humor",0.177
"Controversia eclesiástica tras avances regulatorios","Posterior a la oficialización de políticas relativas al aborto terapéutico, figuras religiosas expresaron discrepancias fundamentales respecto a posturas gubernamentales percibidas como contradictorias con principios doctrinales defendidos anteriormente. Tal situación genera tensiones palpables entre liderazgos civiles y clericales, exacerbando debates sociales en curso sobre derechos humanos versus valores tradicionales.","elcomercio",2014-06-29,"Controversia eclesiástica tras avances regulatorios. Posterior a la oficialización de políticas relativas al aborto terapéutico, figuras religiosas expresaron discrepancias fundamentales respecto a posturas gubernamentales percibidas como contradictorias con principios doctrinales defendidos anteriormente. Tal situación genera tensiones palpables entre liderazgos civiles y clericales, exacerbando debates sociales en curso sobre derechos humanos versus valores tradicionales.","-1","Unknown",0.0037,"279","tradicionalmente, sexistas, machistas, culturalmente, doctrinas",0.0124,"-1","Unknown",2e-04
"Iniciativa de Digitalización Histórica en Lambayeque","Como parte de un ambicioso plan cultural, el archivo regional de Lambayeque avanza hacia la conservación digitalizada de valiosa documentación periódica histórica, facilitando acceso global a estas joyas informativas.","elcomercio",2014-05-10,"Iniciativa de Digitalización Histórica en Lambayeque. Como parte de un ambicioso plan cultural, el archivo regional de Lambayeque avanza hacia la conservación digitalizada de valiosa documentación periódica histórica, facilitando acceso global a estas joyas informativas.","245","patrimonio cultural, eventos culturales, culturales significativos, culturales sociales, impacto cultural",0.0415,"-1","Unknown",0.0272,"-1","Unknown",0.0375
"Evalúan solicitud de retiro de condición de patrimonio cultural de predios por parte de dueños.","Arquitectos y urbanistas consideran que con la norma podría debilitarse la protección a los bienes que tienen valor histórico. El Ministerio de Cultura niega esa crítica y asegura que la evaluación de pedidos está a cargo de diversos especialistas. Pese a esto, varios especialistas critican la normativa, señalando que el retiro de dicha designación sólo debería aplicarse en circunstancias extremadamente limitadas.","elcomercio",2015-02-10,"Evalúan solicitud de retiro de condición de patrimonio cultural de predios por parte de dueños.. Arquitectos y urbanistas consideran que con la norma podría debilitarse la protección a los bienes que tienen valor histórico. El Ministerio de Cultura niega esa crítica y asegura que la evaluación de pedidos está a cargo de diversos especialistas. Pese a esto, varios especialistas critican la normativa, señalando que el retiro de dicha designación sólo debería aplicarse en circunstancias extremadamente limitadas.","-1","Unknown",0.0145,"-1","Unknown",0.0027,"639","ministro patrimonio cultural, patrimonio cultural juan, ministro patrimonio, conservacion centro historico, patrimonio arqueologico cultural",1
