"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la corrupción";"NA";"Ministerio de Justicia";"El Gobierno Nacional anunció una serie de medidas para combatir la corrupción en la administración pública. Entre las medidas anunciadas se encuentran el fortalecimiento de los mecanismos de control y la creación de una comisión anticorrupción.";"trome";"2021-03-02";"2"
"El precio del petróleo sube";"NA";"Reuters";"El precio del petróleo subió en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 98 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a las pymes";"NA";"Ministerio de Comercio";"El Gobierno Nacional anunció un programa de apoyo a las pymes. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.800";"NA";"El Espectador";"El dólar superó los $4.800 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural se mantiene estable";"NA";"Portafolio";"El precio del gas natural se mantuvo estable en los mercados internacionales. El precio se cotiza a alrededor de 3 dólares por millón de BTU.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la deforestación";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para combatir la deforestación en la Amazonía. Entre las medidas anunciadas se encuentran el fortalecimiento de los controles y la promoción de la reforestación.";"trome";"2021-03-02";"2"
"El precio del petróleo se mantiene estable";"NA";"Reuters";"El precio del petróleo se mantuvo estable en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 95 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a los agricultores";"NA";"Ministerio de Agricultura";"El Gobierno Nacional anunció un programa de apoyo a los agricultores. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.850";"NA";"El Espectador";"El dólar superó los $4.850 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural baja";"NA";"Portafolio";"El precio del gas natural bajó en los mercados internacionales. La baja se debe a la alta producción y a la baja demanda.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la corrupción";"NA";"Ministerio de Justicia";"El Gobierno Nacional anunció una serie de medidas para combatir la corrupción en la administración pública. Entre las medidas anunciadas se encuentran el fortalecimiento de los mecanismos de control y la creación de una comisión anticorrupción.";"trome";"2021-03-02";"2"
"El precio del petróleo sube";"NA";"Reuters";"El precio del petróleo subió en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 100 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a las pymes";"NA";"Ministerio de Comercio";"El Gobierno Nacional anunció un programa de apoyo a las pymes. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.900";"NA";"El Espectador";"El dólar superó los $4.900 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural se mantiene estable";"NA";"Portafolio";"El precio del gas natural se mantuvo estable en los mercados internacionales. El precio se cotiza a alrededor de 100 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la deforestación";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para combatir la deforestación en la Amazonía. Entre las medidas anunciadas se encuentran el fortalecimiento de los controles y la promoción de la reforestación.";"trome";"2021-03-02";"2"
"El precio del petróleo se mantiene estable";"NA";"Reuters";"El precio del petróleo se mantiene estable en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 100 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a los agricultores";"NA";"Ministerio de Agricultura";"El Gobierno Nacional anunció un programa de apoyo a los agricultores. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.950";"NA";"El Espectador";"El dólar superó los $4.950 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural baja";"NA";"Portafolio";"El precio del gas natural baja en los mercados internacionales. El precio del gas natural baja en los mercados internacionales.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantiene estable frente al peso colombiano en los mercados internacionales.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la corrupción";"NA";"Ministerio de Justicia";"El Gobierno Nacional anunció una serie de medidas para combatir la corrupción en la administración pública. Entre las medidas anunciadas se encuentran el fortalecimiento de los mecanismos de control y la creación de una comisión anticorrupción.";"trome";"2021-03-02";"2"
"El precio del petróleo sube";"NA";"Reuters";"El precio del petróleo sube en los mercados internacionales.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a las pymes";"NA";"Ministerio de Comercio";"El Gobierno Nacional anunció un programa de apoyo a las pymes.";"trome";"2021-03-02";"2"
"El dólar supera los $5.000";"NA";"El Espectador";"El dólar supera los $5.000 frente al peso colombiano.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Agricultura";"El Gobierno anuncia medidas para proteger el medio ambiente.";"trome";"2021-03-02";"2"
"El precio del gas natural se mantiene estable";"NA";"Portafolio";"El precio del gas natural se mantiene estable en los mercados internacionales.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anuncia un programa de vivienda social.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantiene estable en los mercados internacionales.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la deforestación";"NA";"Ministerio de Ambiente";"El Gobierno anuncia medidas para combatir la deforestación.";"trome";"2021-03-02";"2"
"El precio del petróleo se mantiene estable";"NA";"Reuters";"El precio del petróleo se mantiene estable.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a los agricultores";"NA";"Ministerio de Agricultura";"El Gobierno anuncia programa de apoyo a los agricultores.";"trome";"2021-03-02";"2"
